  Rang,month,day,hour,= Production brute des centrales d'HQP (MWh),- Consommation des centrales d'HQP (MWh),+ Électricité reçue par HQP aux points de raccordement des centrales et des interconnexions (MWh),+ Consommation attribuable à la puissance interruptible mise à la disposition d'HQP majorée des pertes de transport (MWh),production,- Volume des engagements du Producteur envers des tiers (MWh),= Volume d'électricité fournie par le Producteur au Distributeur (MWh),- Volume des approvisionnements hors patrimoniaux provenant d'HQP (MWh),= Volume d'électricité mobilisée par le Distributeur au titre de l'électricité patrimoniale (MWh)," Volume d'électricité patrimoniale
(bâtonnets affectés) (MWh)", Volume d'électricité mobilisée par le Distributeur en dépassement de l'électricité patrimoniale (MWh), Coût unitaire du dépassement ($/MWh),= Coût total horaire ($),(DAM HQ + TSC NYPA-HQ + NTAC + SC NYISO) * T ($/MWh)
10,1,1,10,"23,588",53,"7,093",0,"30,628","5,594","25,034",1817,"23,216",23602,0,110.00,0,22.88
11,1,1,11,"23,174",53,"7,133",0,"30,254","5,624","24,630",1817,"22,813",23266,0,110.00,0,24.39
12,1,1,12,"22,885",53,"7,227",0,"30,058","5,675","24,383",1817,"22,566",23077,0,110.00,0,22.88
13,1,1,13,"23,043",54,"6,983",0,"29,972","5,904","24,069",1817,"22,251",22820,0,110.00,0,24.28
14,1,1,14,"23,388",53,"7,011",0,"30,346","6,065","24,281",1817,"22,464",22979,0,110.00,0,25.69
15,1,1,15,"23,360",53,"6,667",0,"29,974","5,791","24,183",1817,"22,366",22909,0,110.00,0,25.33
16,1,1,16,"24,241",53,"6,517",0,"30,705","5,903","24,802",1817,"22,985",23419,0,110.00,0,26.83
17,1,1,17,"25,994",54,"6,505",0,"32,445","6,195","26,250",1817,"24,433",24542,0,110.00,0,29.67
18,1,1,18,"26,265",53,"6,729",0,"32,941","6,142","26,799",1817,"24,982",25077,0,110.00,0,35.01
19,1,1,19,"25,807",53,"7,002",0,"32,756","6,125","26,631",1817,"24,814",24876,0,110.00,0,31.93
20,1,1,20,"24,718",51,"6,596",0,"31,263","5,698","25,565",1817,"23,747",23940,0,110.00,0,26.38
21,1,1,21,"24,818",52,"6,550",0,"31,316","6,051","25,264",1817,"23,447",23762,0,110.00,0,24.05
22,1,1,22,"24,022",52,"6,433",0,"30,403","5,925","24,478",1817,"22,661",23146,0,110.00,0,18.75
23,1,1,23,"23,235",51,"6,383",0,"29,567","5,870","23,697",1817,"21,880",22629,0,110.00,0,18.76
24,1,1,23,"22,340",52,"6,760",0,"29,047","5,729","23,319",1817,"21,502",22330,0,110.00,0,17.52
25,1,2,1,"21,228",52,"6,681",0,"27,857","4,930","22,926",1817,"21,109",22106,0,110.00,0,17.30
26,1,2,2,"21,069",52,"6,615",0,"27,632","4,681","22,951",1817,"21,134",22114,0,110.00,0,14.52
27,1,2,3,"20,854",52,"6,442",0,"27,244","4,339","22,904",1817,"21,087",22096,0,110.00,0,13.91
28,1,2,4,"20,832",52,"6,258",0,"27,038","4,284","22,754",1817,"20,937",22009,0,110.00,0,14.42
29,1,2,5,"21,247",52,"6,399",0,"27,595","4,260","23,334",1817,"21,517",22344,0,110.00,0,13.18
30,1,2,6,"21,591",53,"6,541",0,"28,079","4,226","23,853",1817,"22,036",22712,0,110.00,0,14.32
31,1,2,7,"23,001",52,"6,569",0,"29,518","4,854","24,664",1817,"22,847",23300,0,110.00,0,14.42
32,1,2,8,"24,350",53,"6,856",0,"31,153","5,070","26,083",1817,"24,266",24409,0,110.00,0,16.88
33,1,2,9,"24,656",53,"6,905",0,"31,508","5,536","25,973",1817,"24,155",24308,0,110.00,0,19.20
34,1,2,10,"25,877",54,"7,234",0,"33,057","6,029","27,027",1817,"25,210",25315,0,110.00,0,22.88
35,1,2,11,"25,474",54,"6,616",0,"32,036","5,605","26,431",1817,"24,614",24696,0,110.00,0,25.96
36,1,2,12,"26,040",54,"6,319",0,"32,304","5,602","26,702",1817,"24,885",24988,0,110.00,0,25.22
37,1,2,13,"25,921",54,"6,124",0,"31,990","6,075","25,915",1817,"24,098",24264,0,110.00,0,25.92
38,1,2,14,"25,001",53,"6,352",0,"31,299","6,063","25,236",1817,"23,419",23726,0,110.00,0,26.63
39,1,2,15,"23,808",53,"5,907",0,"29,661","5,484","24,177",1817,"22,360",22908,0,110.00,0,26.38
40,1,2,16,"24,627",54,"5,826",0,"30,399","5,963","24,437",1817,"22,620",23109,0,110.00,0,28.21
41,1,2,17,"26,838",55,"5,889",0,"32,672","6,219","26,453",1817,"24,636",24724,0,110.00,0,32.89
42,1,2,18,"27,726",55,"5,982",0,"33,653","6,229","27,424",1817,"25,607",25646,0,110.00,0,35.01
43,1,2,19,"27,025",54,"5,965",0,"32,936","6,178","26,758",1817,"24,941",25037,0,110.00,0,33.44
44,1,2,20,"26,367",54,"6,025",0,"32,338","6,243","26,095",1817,"24,278",24420,0,110.00,0,34.24
45,1,2,21,"25,717",55,"6,061",0,"31,723","6,222","25,501",1817,"23,684",23888,0,110.00,0,31.94
46,1,2,22,"25,000",54,"6,013",0,"30,959","6,214","24,746",1817,"22,929",23367,0,110.00,0,27.78
47,1,2,23,"23,965",54,"6,061",0,"29,972","6,128","23,845",1817,"22,027",22710,0,110.00,0,26.50
48,1,2,23,"23,347",53,"5,991",0,"29,285","6,027","23,258",1817,"21,441",22292,0,110.00,0,24.67
49,1,3,1,"22,827",53,"5,818",0,"28,592","5,830","22,762",1817,"20,945",22017,0,110.00,0,21.36
50,1,3,2,"22,338",52,"6,154",0,"28,439","5,487","22,952",1817,"21,135",22114,0,110.00,0,19.20
51,1,3,3,"21,915",52,"5,731",0,"27,595","4,992","22,603",1817,"20,786",21917,0,110.00,0,19.20
52,1,3,4,"22,146",52,"5,837",0,"27,931","5,062","22,869",1817,"21,052",22071,0,110.00,0,18.11
53,1,3,5,"21,895",52,"5,711",0,"27,554","4,633","22,921",1817,"21,104",22105,0,110.00,0,17.33
54,1,3,6,"22,879",53,"5,673",0,"28,500","5,042","23,458",1817,"21,641",22426,0,110.00,0,18.06
55,1,3,7,"23,898",54,"5,756",0,"29,600","5,263","24,337",1817,"22,520",23023,0,110.00,0,18.51
56,1,3,8,"24,475",54,"5,774",0,"30,194","5,156","25,038",1817,"23,221",23604,0,110.00,0,19.03
57,1,3,9,"24,823",54,"5,696",0,"30,465","5,142","25,324",1817,"23,506",23781,0,110.00,0,22.88
58,1,3,10,"25,480",54,"5,745",0,"31,172","5,733","25,439",1817,"23,622",23849,0,110.00,0,25.36
59,1,3,11,"25,680",54,"5,753",0,"31,379","5,953","25,426",1817,"23,609",23846,0,110.00,0,28.77
60,1,3,12,"25,911",55,"5,792",0,"31,648","6,130","25,518",1817,"23,701",23898,0,110.00,0,31.79
61,1,3,13,"25,737",55,"5,816",0,"31,498","6,117","25,381",1817,"23,564",23824,0,110.00,0,31.74
62,1,3,14,"25,514",54,"5,991",0,"31,450","6,110","25,340",1817,"23,523",23787,0,110.00,0,30.64
63,1,3,15,"25,387",54,"6,042",0,"31,374","6,119","25,255",1817,"23,438",23734,0,110.00,0,31.39
64,1,3,16,"25,783",55,"6,072",0,"31,800","6,216","25,584",1817,"23,766",23966,0,110.00,0,31.67
65,1,3,17,"26,680",55,"6,259",0,"32,884","5,949","26,935",1817,"25,118",25249,0,110.00,0,35.91
66,1,3,18,"27,723",55,"6,373",0,"34,041","6,330","27,711",1817,"25,894",25917,0,110.00,0,42.15
67,1,3,19,"27,053",54,"6,483",0,"33,481","6,274","27,207",1817,"25,390",25449,0,110.00,0,39.77
68,1,3,20,"26,246",55,"6,684",0,"32,875","6,205","26,670",1817,"24,853",24956,0,110.00,0,36.59
69,1,3,21,"25,337",54,"6,820",0,"32,103","6,129","25,974",1817,"24,157",24313,0,110.00,0,31.79
70,1,3,22,"24,995",55,"6,625",0,"31,566","6,280","25,286",1817,"23,469",23770,0,110.00,0,28.32
71,1,3,23,"24,126",54,"6,429",0,"30,501","6,248","24,253",1817,"22,436",22947,0,110.00,0,25.56
72,1,3,23,"23,434",53,"6,355",0,"29,736","6,250","23,485",1817,"21,668",22441,0,110.00,0,25.24
73,1,4,1,"23,079",53,"6,241",0,"29,267","6,116","23,151",1817,"21,334",22232,0,110.00,0,19.20
74,1,4,2,"22,668",53,"6,233",0,"28,848","5,825","23,023",1817,"21,206",22165,0,110.00,0,18.87
75,1,4,3,"22,471",52,"5,883",0,"28,301","5,609","22,691",1817,"20,874",21955,0,110.00,0,19.57
76,1,4,4,"22,492",52,"5,978",0,"28,418","5,294","23,123",1817,"21,306",22212,0,110.00,0,19.12
77,1,4,5,"22,751",53,"5,761",0,"28,460","5,125","23,335",1817,"21,518",22346,0,110.00,0,21.86
78,1,4,6,"24,043",54,"5,731",0,"29,720","5,976","23,744",1817,"21,927",22658,0,110.00,0,25.69
79,1,4,7,"26,149",55,"5,757",0,"31,851","6,216","25,636",1817,"23,818",24016,0,110.00,0,29.48
80,1,4,8,"27,497",56,"5,734",0,"33,175","6,264","26,911",1817,"25,094",25211,0,110.00,0,36.69
81,1,4,9,"27,947",56,"5,719",0,"33,609","6,279","27,330",1817,"25,513",25568,0,110.00,0,36.56
82,1,4,10,"28,191",56,"5,708",0,"33,843","6,399","27,444",1817,"25,627",25670,0,110.00,0,37.24
83,1,4,11,"27,967",55,"5,794",0,"33,705","6,337","27,368",1817,"25,551",25596,0,110.00,0,35.80
84,1,4,12,"27,985",55,"5,691",0,"33,621","6,436","27,185",1817,"25,368",25440,0,110.00,0,34.64
85,1,4,13,"27,668",56,"5,676",0,"33,289","6,429","26,859",1817,"25,042",25140,0,110.00,0,33.62
86,1,4,14,"27,528",56,"5,698",0,"33,170","6,665","26,505",1817,"24,687",24762,0,110.00,0,33.54
87,1,4,15,"27,368",56,"5,677",0,"32,989","6,639","26,350",1817,"24,533",24625,0,110.00,0,33.54
88,1,4,16,"27,732",56,"5,719",0,"33,395","6,617","26,777",1817,"24,960",25049,0,110.00,0,34.21
89,1,4,17,"29,064",57,"5,700",0,"34,707","6,638","28,069",1817,"26,252",26339,0,110.00,0,38.97
90,1,4,18,"29,757",58,"5,685",0,"35,385","6,632","28,753",1817,"26,936",27086,0,110.00,0,47.80
91,1,4,19,"29,057",57,"5,704",0,"34,704","6,645","28,059",1817,"26,242",26310,0,110.00,0,41.44
92,1,4,20,"28,282",56,"5,729",0,"33,954","6,684","27,271",1817,"25,454",25510,0,110.00,0,37.76
93,1,4,21,"27,513",55,"5,741",0,"33,199","6,679","26,520",1817,"24,703",24770,0,110.00,0,35.08
94,1,4,22,"26,367",54,"5,867",0,"32,179","6,615","25,565",1817,"23,748",23944,0,110.00,0,33.80
95,1,4,23,"24,910",54,"5,821",0,"30,677","6,278","24,400",1817,"22,583",23091,0,110.00,0,32.08
96,1,4,23,"23,913",53,"5,860",0,"29,719","6,169","23,551",1817,"21,734",22499,0,110.00,0,27.73
97,1,5,1,"23,418",53,"6,197",0,"29,563","6,225","23,338",1817,"21,521",22349,0,110.00,0,26.69
98,1,5,2,"22,644",52,"5,900",0,"28,492","5,479","23,013",1817,"21,196",22160,0,110.00,0,24.98
99,1,5,3,"22,640",52,"5,866",0,"28,454","5,602","22,852",1817,"21,035",22056,0,110.00,0,26.44
100,1,5,4,"22,886",52,"5,903",0,"28,737","5,595","23,142",1817,"21,325",22229,0,110.00,0,24.02
101,1,5,5,"23,221",52,"5,986",0,"29,155","5,597","23,558",1817,"21,741",22504,0,110.00,0,24.02
102,1,5,6,"24,258",53,"6,010",0,"30,214","5,871","24,343",1817,"22,526",23030,0,110.00,0,26.73
103,1,5,7,"26,248",54,"6,004",0,"32,197","6,229","25,968",1817,"24,151",24294,0,110.00,0,31.91
104,1,5,8,"27,387",55,"6,145",0,"33,477","6,132","27,345",1817,"25,528",25575,0,110.00,0,35.54
105,1,5,9,"27,810",56,"6,165",0,"33,920","6,304","27,616",1817,"25,798",25811,0,110.00,0,35.62
106,1,5,10,"27,689",56,"6,386",0,"34,019","6,206","27,813",1817,"25,996",26019,0,110.00,0,37.66
107,1,5,11,"27,651",56,"6,077",0,"33,672","6,221","27,452",1817,"25,634",25694,0,110.00,0,38.11
108,1,5,12,"28,071",56,"5,897",0,"33,912","6,511","27,401",1817,"25,584",25619,0,110.00,0,37.12
109,1,5,13,"27,728",56,"5,921",0,"33,593","6,457","27,136",1817,"25,319",25413,0,110.00,0,32.35
110,1,5,14,"27,513",56,"5,910",0,"33,367","6,493","26,874",1817,"25,057",25163,0,110.00,0,32.35
111,1,5,15,"27,377",55,"5,835",0,"33,157","6,468","26,689",1817,"24,872",24988,0,110.00,0,32.35
112,1,5,16,"27,894",55,"5,891",0,"33,730","6,561","27,169",1817,"25,352",25428,0,110.00,0,32.44
113,1,5,17,"28,974",56,"5,993",0,"34,911","6,653","28,258",1817,"26,441",26560,0,110.00,0,39.72
114,1,5,18,"29,625",57,"6,084",0,"35,653","6,681","28,972",1817,"27,155",27275,0,110.00,0,50.28
115,1,5,19,"28,982",56,"6,178",0,"35,104","6,659","28,445",1817,"26,628",26732,0,110.00,0,41.09
116,1,5,20,"28,247",55,"6,184",0,"34,376","6,615","27,761",1817,"25,944",25953,0,110.00,0,38.58
117,1,5,21,"27,503",54,"6,215",0,"33,664","6,628","27,036",1817,"25,218",25319,0,110.00,0,37.07
118,1,5,22,"26,541",54,"6,364",0,"32,851","6,573","26,278",1817,"24,461",24566,0,110.00,0,33.70
119,1,5,23,"25,152",54,"6,379",0,"31,477","6,414","25,063",1817,"23,246",23617,0,110.00,0,28.72
120,1,5,23,"24,269",53,"6,246",0,"30,462","6,328","24,134",1817,"22,317",22882,0,110.00,0,27.61
121,1,6,1,"23,509",53,"6,463",0,"29,919","6,057","23,862",1817,"22,045",22713,0,110.00,0,26.38
122,1,6,2,"23,038",52,"6,175",0,"29,160","5,858","23,302",1817,"21,485",22322,0,110.00,0,26.36
123,1,6,3,"22,873",52,"6,365",0,"29,186","5,801","23,385",1817,"21,567",22389,0,110.00,0,27.10
124,1,6,4,"22,774",52,"6,496",0,"29,219","5,616","23,603",1817,"21,786",22541,0,110.00,0,26.27
125,1,6,5,"22,899",52,"6,477",0,"29,324","5,443","23,881",1817,"22,064",22725,0,110.00,0,26.34
126,1,6,6,"23,686",53,"6,551",0,"30,184","5,468","24,716",1817,"22,899",23339,0,110.00,0,29.95
127,1,6,7,"25,301",54,"6,698",0,"31,945","5,656","26,289",1817,"24,472",24574,0,110.00,0,34.22
128,1,6,8,"26,577",55,"6,835",0,"33,357","5,773","27,584",1817,"25,767",25788,0,110.00,0,36.66
129,1,6,9,"26,861",55,"6,962",0,"33,768","5,912","27,856",1817,"26,039",26075,0,110.00,0,38.67
130,1,6,10,"26,022",55,"7,112",0,"33,080","6,000","27,080",1817,"25,263",25360,0,110.00,0,39.90
131,1,6,11,"25,271",53,"6,902",0,"32,120","6,160","25,960",1817,"24,143",24291,0,110.00,0,40.18
132,1,6,12,"24,800",53,"6,872",0,"31,619","6,274","25,345",1817,"23,528",23795,0,110.00,0,37.55
133,1,6,13,"24,523",53,"6,978",0,"31,448","6,502","24,946",1817,"23,129",23523,0,110.00,0,36.17
134,1,6,14,"23,803",52,"7,064",0,"30,814","6,525","24,289",1817,"22,472",22984,0,110.00,0,36.17
135,1,6,15,"23,567",54,"7,249",0,"30,762","6,497","24,265",1817,"22,448",22957,0,110.00,0,36.00
136,1,6,16,"24,000",54,"7,517",0,"31,462","6,539","24,923",1817,"23,106",23520,0,110.00,0,35.34
137,1,6,17,"25,775",55,"7,785",0,"33,505","6,493","27,011",1817,"25,194",25295,0,110.00,0,40.80
138,1,6,18,"26,455",55,"8,023",0,"34,424","6,556","27,868",1817,"26,051",26093,0,110.00,0,47.53
139,1,6,19,"26,605",55,"8,053",0,"34,604","6,532","28,071",1817,"26,254",26345,0,110.00,0,43.99
140,1,6,20,"26,346",55,"8,061",0,"34,352","6,539","27,812",1817,"25,995",26019,0,110.00,0,38.78
141,1,6,21,"25,762",54,"7,906",0,"33,614","6,486","27,128",1817,"25,310",25409,0,110.00,0,37.57
142,1,6,22,"25,093",55,"7,886",0,"32,925","6,558","26,367",1817,"24,550",24648,0,110.00,0,34.32
143,1,6,23,"23,880",54,"8,222",0,"32,048","6,386","25,663",1817,"23,846",24037,0,110.00,0,32.05
144,1,6,23,"22,633",53,"7,999",0,"30,578","6,006","24,572",1817,"22,755",23232,0,110.00,0,28.92
145,1,7,1,"22,432",53,"8,086",0,"30,465","6,123","24,342",1817,"22,525",23027,0,110.00,0,28.04
146,1,7,2,"22,042",53,"7,737",0,"29,727","5,647","24,081",1817,"22,263",22828,0,110.00,0,26.39
147,1,7,3,"21,920",52,"7,945",0,"29,813","5,398","24,415",1817,"22,598",23092,0,110.00,0,25.88
148,1,7,4,"21,528",52,"8,162",0,"29,638","4,902","24,735",1817,"22,918",23363,0,110.00,0,26.20
149,1,7,5,"21,842",52,"7,713",0,"29,503","4,521","24,981",1817,"23,164",23564,0,110.00,0,27.06
150,1,7,6,"22,843",53,"7,593",0,"30,383","4,505","25,878",1817,"24,060",24230,0,110.00,0,30.62
151,1,7,7,"25,145",55,"7,539",0,"32,629","4,889","27,740",1817,"25,923",25933,0,110.00,0,37.43
152,1,7,8,"27,087",56,"7,499",0,"34,530","5,513","29,017",1817,"27,200",27322,0,110.00,0,41.81
153,1,7,9,"27,547",56,"7,365",0,"34,855","5,836","29,020",1817,"27,202",27322,0,110.00,0,38.71
154,1,7,10,"26,791",56,"7,367",0,"34,103","6,196","27,907",1817,"26,090",26141,0,110.00,0,38.71
155,1,7,11,"25,762",54,"7,390",0,"33,098","6,168","26,930",1817,"25,113",25238,0,110.00,0,38.71
156,1,7,12,"25,086",55,"7,031",0,"32,062","6,377","25,685",1817,"23,868",24056,0,110.00,0,38.02
157,1,7,13,"25,179",55,"7,064",0,"32,189","6,587","25,601",1817,"23,784",23990,0,110.00,0,36.80
158,1,7,14,"24,579",54,"7,069",0,"31,594","6,660","24,934",1817,"23,117",23522,0,110.00,0,36.61
159,1,7,15,"24,499",54,"7,076",0,"31,521","6,673","24,848",1817,"23,031",23463,0,110.00,0,36.31
160,1,7,16,"24,967",54,"7,319",0,"32,232","6,760","25,471",1817,"23,654",23872,0,110.00,0,36.96
161,1,7,17,"26,711",56,"7,496",0,"34,152","6,747","27,404",1817,"25,587",25622,0,110.00,0,38.71
162,1,7,18,"27,903",57,"7,604",0,"35,450","6,707","28,743",1817,"26,926",27076,0,110.00,0,52.35
163,1,7,19,"27,724",57,"7,707",0,"35,374","6,647","28,727",1817,"26,910",27061,0,110.00,0,46.40
164,1,7,20,"27,184",56,"7,576",0,"34,704","6,447","28,258",1817,"26,441",26546,0,110.00,0,39.51
165,1,7,21,"26,550",55,"7,553",0,"34,048","6,499","27,549",1817,"25,732",25759,0,110.00,0,39.88
166,1,7,22,"25,860",55,"7,523",0,"33,328","6,459","26,869",1817,"25,052",25152,0,110.00,0,38.39
167,1,7,23,"24,854",54,"7,526",0,"32,325","6,459","25,866",1817,"24,049",24224,0,110.00,0,33.95
168,1,7,23,"24,094",55,"7,747",0,"31,787","6,536","25,251",1817,"23,434",23732,0,110.00,0,30.95
169,1,8,1,"22,948",53,"7,586",0,"30,481","5,898","24,582",1817,"22,765",23243,0,110.00,0,30.73
170,1,8,2,"22,287",53,"7,610",0,"29,845","5,470","24,375",1817,"22,558",23071,0,110.00,0,28.55
171,1,8,3,"22,610",53,"7,564",0,"30,120","5,655","24,465",1817,"22,648",23129,0,110.00,0,27.42
172,1,8,4,"23,130",54,"7,495",0,"30,571","5,681","24,890",1817,"23,073",23488,0,110.00,0,27.59
173,1,8,5,"23,699",54,"7,495",0,"31,140","5,570","25,570",1817,"23,753",23945,0,110.00,0,28.32
174,1,8,6,"24,918",55,"7,451",0,"32,313","5,718","26,595",1817,"24,778",24851,0,110.00,0,31.09
175,1,8,7,"27,175",56,"7,313",0,"34,432","5,989","28,444",1817,"26,627",26719,0,110.00,0,34.51
176,1,8,8,"29,021",57,"7,230",0,"36,194","6,303","29,891",1817,"28,074",28208,0,110.00,0,38.15
177,1,8,9,"29,024",57,"7,351",0,"36,319","6,235","30,083",1817,"28,266",28474,0,110.00,0,40.10
178,1,8,10,"27,730",56,"7,270",0,"34,945","6,040","28,905",1817,"27,087",27209,0,110.00,0,39.40
179,1,8,11,"27,004",56,"7,175",0,"34,124","6,300","27,824",1817,"26,007",26048,0,110.00,0,38.09
180,1,8,12,"26,625",55,"7,015",0,"33,585","6,288","27,297",1817,"25,479",25522,0,110.00,0,37.07
181,1,8,13,"26,086",55,"6,947",0,"32,978","6,290","26,689",1817,"24,872",24986,0,110.00,0,36.76
182,1,8,14,"25,379",54,"6,988",0,"32,312","6,314","25,999",1817,"24,182",24326,0,110.00,0,36.55
183,1,8,15,"24,951",54,"7,128",0,"32,025","6,179","25,845",1817,"24,028",24208,0,110.00,0,36.50
184,1,8,16,"25,727",55,"7,188",0,"32,860","6,465","26,395",1817,"24,578",24675,0,110.00,0,36.90
185,1,8,17,"27,715",55,"7,147",0,"34,806","6,446","28,360",1817,"26,543",26634,0,110.00,0,43.21
186,1,8,18,"29,084",56,"7,166",0,"36,194","6,461","29,732",1817,"27,915",28070,0,110.00,0,54.43
187,1,8,19,"28,740",56,"7,106",0,"35,791","6,420","29,371",1817,"27,553",27704,0,110.00,0,46.31
188,1,8,20,"28,055",55,"6,996",0,"34,996","6,251","28,746",1817,"26,929",27080,0,110.00,0,39.03
189,1,8,21,"27,672",55,"6,836",0,"34,452","6,218","28,234",1817,"26,417",26515,0,110.00,0,39.04
190,1,8,22,"26,947",55,"6,748",0,"33,640","6,188","27,452",1817,"25,635",25697,0,110.00,0,38.01
191,1,8,23,"26,206",55,"6,592",0,"32,742","6,181","26,561",1817,"24,744",24804,0,110.00,0,34.63
192,1,8,23,"25,514",55,"6,529",0,"31,989","6,239","25,750",1817,"23,933",24097,0,110.00,0,33.06
193,1,9,1,"25,128",54,"6,738",0,"31,811","6,236","25,575",1817,"23,758",23949,0,110.00,0,32.19
194,1,9,2,"24,438",55,"6,790",0,"31,173","5,795","25,378",1817,"23,561",23823,0,110.00,0,29.04
195,1,9,3,"24,426",55,"6,517",0,"30,888","5,917","24,971",1817,"23,153",23552,0,110.00,0,28.78
196,1,9,4,"24,976",55,"6,616",0,"31,537","6,052","25,484",1817,"23,667",23875,0,110.00,0,29.51
197,1,9,5,"25,222",55,"6,707",0,"31,874","5,822","26,053",1817,"24,236",24380,0,110.00,0,29.27
198,1,9,6,"25,669",55,"6,564",0,"32,179","5,547","26,631",1817,"24,814",24880,0,110.00,0,29.65
199,1,9,7,"26,722",54,"6,413",0,"33,081","5,600","27,481",1817,"25,663",25725,0,110.00,0,28.59
200,1,9,8,"27,793",55,"6,107",0,"33,844","5,516","28,328",1817,"26,511",26603,0,110.00,0,31.72
201,1,9,9,"28,044",55,"6,064",0,"34,053","5,640","28,413",1817,"26,596",26680,0,110.00,0,39.06
202,1,9,10,"27,926",55,"6,135",0,"34,006","6,118","27,889",1817,"26,072",26121,0,110.00,0,37.40
203,1,9,11,"26,926",54,"6,030",0,"32,902","6,088","26,815",1817,"24,997",25093,0,110.00,0,36.46
204,1,9,12,"25,998",55,"6,064",0,"32,007","5,916","26,091",1817,"24,274",24419,0,110.00,0,34.43
205,1,9,13,"25,256",54,"6,265",0,"31,466","5,835","25,631",1817,"23,814",24010,0,110.00,0,32.65
206,1,9,14,"24,289",53,"6,330",0,"30,566","5,770","24,796",1817,"22,979",23410,0,110.00,0,32.00
207,1,9,15,"23,855",53,"6,355",0,"30,156","5,799","24,357",1817,"22,540",23055,0,110.00,0,32.26
208,1,9,16,"24,202",53,"6,507",0,"30,657","5,947","24,710",1817,"22,893",23334,0,110.00,0,31.67
209,1,9,17,"26,007",55,"6,739",0,"32,691","5,803","26,888",1817,"25,071",25194,0,110.00,0,37.82
210,1,9,18,"27,281",55,"6,797",0,"34,023","5,851","28,172",1817,"26,355",26476,0,110.00,0,45.68
211,1,9,19,"26,933",54,"6,878",0,"33,757","5,796","27,961",1817,"26,144",26181,0,110.00,0,38.90
212,1,9,20,"26,255",55,"6,984",0,"33,184","5,763","27,421",1817,"25,604",25640,0,110.00,0,37.86
213,1,9,21,"25,506",55,"7,143",0,"32,595","5,571","27,024",1817,"25,207",25311,0,110.00,0,34.24
214,1,9,22,"24,238",54,"6,945",0,"31,129","5,508","25,621",1817,"23,804",24002,0,110.00,0,33.42
215,1,9,23,"23,841",54,"7,003",0,"30,790","5,680","25,110",1817,"23,293",23671,0,110.00,0,31.95
216,1,9,23,"23,264",53,"7,105",0,"30,316","5,725","24,591",1817,"22,774",23244,0,110.00,0,29.75
217,1,10,1,"23,017",53,"7,011",0,"29,975","5,705","24,271",1817,"22,453",22964,0,110.00,0,32.56
218,1,10,2,"23,077",54,"7,050",0,"30,073","5,752","24,321",1817,"22,504",23014,0,110.00,0,29.70
219,1,10,3,"23,177",54,"7,039",0,"30,162","5,769","24,394",1817,"22,577",23090,0,110.00,0,29.18
220,1,10,4,"23,673",55,"6,928",0,"30,546","5,777","24,770",1817,"22,953",23394,0,110.00,0,28.94
221,1,10,5,"24,193",55,"6,932",0,"31,070","5,766","25,304",1817,"23,487",23772,0,110.00,0,28.11
222,1,10,6,"24,944",54,"6,907",0,"31,797","5,749","26,048",1817,"24,231",24375,0,110.00,0,28.59
223,1,10,7,"26,132",53,"7,080",0,"33,159","5,755","27,404",1817,"25,587",25620,0,110.00,0,30.90
224,1,10,8,"26,371",54,"6,661",0,"32,978","5,352","27,626",1817,"25,809",25831,0,110.00,0,30.42
225,1,10,9,"27,284",55,"6,601",0,"33,831","5,596","28,235",1817,"26,418",26517,0,110.00,0,34.23
226,1,10,10,"27,139",54,"6,596",0,"33,680","5,657","28,024",1817,"26,207",26267,0,110.00,0,33.73
