  Rang,month,day,hour,= Production brute des centrales d'HQP (MWh),- Consommation des centrales d'HQP (MWh),+ Électricité reçue par HQP aux points de raccordement des centrales et des interconnexions (MWh),+ Consommation attribuable à la puissance interruptible mise à la disposition d'HQP majorée des pertes de transport (MWh),production,- Volume des engagements du Producteur envers des tiers (MWh),= Volume d'électricité fournie par le Producteur au Distributeur (MWh),- Volume des approvisionnements hors patrimoniaux provenant d'HQP (MWh),= Volume d'électricité mobilisée par le Distributeur au titre de l'électricité patrimoniale (MWh)," Volume d'électricité patrimoniale
(bâtonnets affectés) (MWh)", Volume d'électricité mobilisée par le Distributeur en dépassement de l'électricité patrimoniale (MWh), Coût unitaire du dépassement ($/MWh),= Coût total horaire ($),(DAM HQ + TSC NYPA-HQ + NTAC + SC NYISO) * T ($/MWh)
,,,,1,2,3,4,5=1-2+3+4,6,7=5-6,8,9=7-8,10,11,12,13=11x12,14
1,1,1,1,"18,081",52,"6,989",0,"25,017","2,685","22,332",1817,"20,515",21919,0,110.00,0,14.59
2,1,1,2,"17,905",52,"7,211",0,"25,065","2,758","22,307",1817,"20,490",21899,0,110.00,0,13.78
3,1,1,3,"17,792",52,"7,205",0,"24,945","2,775","22,170",1817,"20,353",21797,0,110.00,0,13.76
4,1,1,4,"17,862",52,"7,135",0,"24,945","2,803","22,142",1817,"20,325",21752,0,110.00,0,13.49
5,1,1,5,"17,958",51,"7,023",0,"24,930","2,854","22,075",1817,"20,258",21723,0,110.00,0,12.85
6,1,1,6,"18,367",51,"7,085",0,"25,401","2,804","22,597",1817,"20,780",22198,0,110.00,0,13.49
7,1,1,7,"19,171",52,"6,978",0,"26,097","2,956","23,141",1817,"21,324",22702,0,110.00,0,11.15
8,1,1,8,"19,409",52,"6,996",0,"26,353","3,013","23,340",1817,"21,523",22876,0,110.00,0,16.72
9,1,1,9,"19,316",52,"7,039",0,"26,303","3,032","23,271",1817,"21,454",22812,0,110.00,0,22.01
10,1,1,10,"19,158",52,"7,145",0,"26,252","3,045","23,207",1817,"21,390",22759,0,110.00,0,23.39
11,1,1,11,"19,008",51,"7,254",0,"26,211","3,093","23,118",1817,"21,300",22678,0,110.00,0,21.74
12,1,1,12,"18,903",51,"7,349",0,"26,202","3,239","22,962",1817,"21,145",22531,0,110.00,0,21.78
13,1,1,13,"18,532",51,"7,527",0,"26,008","3,081","22,927",1817,"21,110",22491,0,110.00,0,21.80
14,1,1,14,"18,235",51,"7,690",0,"25,875","3,193","22,681",1817,"20,864",22264,0,110.00,0,20.57
15,1,1,15,"18,585",52,"7,531",0,"26,064","3,341","22,723",1817,"20,906",22310,0,110.00,0,19.91
16,1,1,16,"19,794",54,"7,080",0,"26,821","3,326","23,494",1817,"21,677",23010,0,110.00,0,21.38
17,1,1,17,"20,988",53,"6,981",0,"27,917","3,249","24,668",1817,"22,851",23944,0,110.00,0,24.82
18,1,1,18,"21,453",53,"7,000",0,"28,400","3,391","25,010",1817,"23,193",24278,0,110.00,0,25.63
19,1,1,19,"20,870",52,"6,965",0,"27,783","3,306","24,477",1817,"22,660",23795,0,110.00,0,25.63
20,1,1,20,"20,274",52,"7,146",0,"27,369","3,196","24,172",1817,"22,355",23585,0,110.00,0,25.63
21,1,1,21,"19,195",50,"7,557",0,"26,701","3,081","23,620",1817,"21,803",23098,0,110.00,0,24.82
22,1,1,22,"18,287",49,"7,808",0,"26,046","2,955","23,090",1817,"21,273",22658,0,110.00,0,24.82
23,1,1,23,"17,158",48,"8,033",0,"25,142","2,837","22,305",1817,"20,488",21898,0,110.00,0,20.40
24,1,1,24,"16,412",49,"8,129",0,"24,492","3,058","21,434",1817,"19,617",21150,0,110.00,0,15.50
25,1,2,1,"16,330",49,"8,016",0,"24,297","2,808","21,489",1817,"19,672",21204,0,110.00,0,12.70
26,1,2,2,"16,181",49,"7,907",0,"24,039","2,673","21,366",1817,"19,549",21062,0,110.00,0,12.70
27,1,2,3,"16,047",49,"7,826",0,"23,824","2,570","21,254",1817,"19,437",20966,0,110.00,0,12.70
28,1,2,4,"16,204",49,"7,868",0,"24,024","2,660","21,364",1817,"19,547",21057,0,110.00,0,12.70
29,1,2,5,"16,552",49,"7,915",0,"24,418","2,805","21,613",1817,"19,795",21304,0,110.00,0,12.70
30,1,2,6,"17,415",49,"8,019",0,"25,385","2,960","22,425",1817,"20,608",22018,0,110.00,0,13.19
31,1,2,7,"18,567",51,"8,091",0,"26,608","3,171","23,437",1817,"21,620",22958,0,110.00,0,16.79
32,1,2,8,"19,121",51,"8,127",0,"27,197","3,262","23,935",1817,"22,118",23376,0,110.00,0,23.58
33,1,2,9,"19,906",52,"7,911",0,"27,765","3,639","24,126",1817,"22,309",23532,0,110.00,0,25.42
34,1,2,10,"20,521",53,"7,933",0,"28,401","3,704","24,697",1817,"22,880",23979,0,110.00,0,25.58
35,1,2,11,"20,706",53,"7,845",0,"28,498","3,690","24,809",1817,"22,992",24076,0,110.00,0,25.63
36,1,2,12,"20,357",52,"8,053",0,"28,358","3,712","24,645",1817,"22,828",23917,0,110.00,0,25.29
37,1,2,13,"20,033",52,"7,971",0,"27,953","3,693","24,259",1817,"22,442",23651,0,110.00,0,24.87
38,1,2,14,"19,470",52,"7,651",0,"27,068","3,524","23,545",1817,"21,728",23036,0,110.00,0,24.82
39,1,2,15,"19,723",53,"7,555",0,"27,225","3,606","23,619",1817,"21,801",23092,0,110.00,0,24.82
40,1,2,16,"20,421",54,"7,503",0,"27,870","3,948","23,922",1817,"22,105",23371,0,110.00,0,24.82
41,1,2,17,"22,411",54,"6,734",0,"29,090","3,612","25,478",1817,"23,661",24663,0,110.00,0,25.63
42,1,2,18,"23,164",55,"6,759",0,"29,868","3,761","26,107",1817,"24,290",25306,0,110.00,0,28.17
43,1,2,19,"22,505",54,"6,932",0,"29,383","3,633","25,751",1817,"23,934",24938,0,110.00,0,25.63
44,1,2,20,"22,006",54,"6,792",0,"28,744","3,817","24,926",1817,"23,109",24186,0,110.00,0,25.30
45,1,2,21,"21,541",54,"7,031",0,"28,519","3,723","24,796",1817,"22,979",24057,0,110.00,0,25.15
46,1,2,22,"20,217",52,"7,162",0,"27,327","3,406","23,921",1817,"22,104",23370,0,110.00,0,24.82
47,1,2,23,"18,989",51,"7,085",0,"26,022","3,263","22,759",1817,"20,942",22337,0,110.00,0,19.76
48,1,2,24,"17,993",51,"6,917",0,"24,859","3,003","21,856",1817,"20,039",21533,0,110.00,0,13.11
49,1,3,1,"17,719",50,"6,892",0,"24,561","3,087","21,473",1817,"19,656",21199,0,110.00,0,12.81
50,1,3,2,"17,050",49,"6,985",0,"23,986","2,950","21,035",1817,"19,218",20736,0,110.00,0,12.70
51,1,3,3,"16,923",49,"6,928",0,"23,801","3,028","20,773",1817,"18,956",20469,0,110.00,0,12.70
52,1,3,4,"17,174",50,"6,938",0,"24,063","3,075","20,987",1817,"19,170",20679,0,110.00,0,12.70
53,1,3,5,"17,489",50,"6,656",0,"24,095","3,122","20,973",1817,"19,156",20671,0,110.00,0,12.70
54,1,3,6,"18,666",51,"6,322",0,"24,937","3,618","21,319",1817,"19,502",21011,0,110.00,0,14.54
55,1,3,7,"20,588",53,"5,576",0,"26,112","3,340","22,772",1817,"20,955",22349,0,110.00,0,18.98
56,1,3,8,"21,794",54,"5,432",0,"27,173","3,598","23,575",1817,"21,758",23071,0,110.00,0,24.82
57,1,3,9,"22,217",54,"5,623",0,"27,785","3,756","24,029",1817,"22,212",23458,0,110.00,0,26.39
58,1,3,10,"22,489",55,"5,567",0,"28,001","3,778","24,224",1817,"22,407",23610,0,110.00,0,26.02
59,1,3,11,"22,471",55,"5,633",0,"28,050","3,749","24,300",1817,"22,483",23685,0,110.00,0,27.61
60,1,3,12,"22,398",55,"5,623",0,"27,966","4,010","23,957",1817,"22,140",23394,0,110.00,0,27.54
61,1,3,13,"22,635",55,"5,695",0,"28,275","4,100","24,175",1817,"22,358",23587,0,110.00,0,27.50
62,1,3,14,"22,001",56,"5,802",0,"27,746","3,857","23,890",1817,"22,072",23343,0,110.00,0,25.63
63,1,3,15,"21,824",56,"5,657",0,"27,425","3,672","23,753",1817,"21,935",23191,0,110.00,0,25.63
64,1,3,16,"22,143",56,"5,665",0,"27,752","3,754","23,997",1817,"22,180",23432,0,110.00,0,25.29
65,1,3,17,"23,119",56,"5,758",0,"28,821","4,114","24,708",1817,"22,891",23990,0,110.00,0,27.45
66,1,3,18,"23,937",57,"5,817",0,"29,698","4,227","25,471",1817,"23,654",24649,0,110.00,0,31.60
67,1,3,19,"23,374",56,"5,955",0,"29,273","4,205","25,068",1817,"23,251",24326,0,110.00,0,29.89
68,1,3,20,"22,215",55,"6,354",0,"28,514","4,109","24,405",1817,"22,588",23744,0,110.00,0,28.04
69,1,3,21,"21,506",55,"6,300",0,"27,751","4,050","23,701",1817,"21,884",23151,0,110.00,0,25.63
70,1,3,22,"20,693",54,"6,502",0,"27,141","3,986","23,155",1817,"21,338",22717,0,110.00,0,25.63
71,1,3,23,"19,444",53,"6,352",0,"25,743","3,563","22,181",1817,"20,363",21799,0,110.00,0,24.82
72,1,3,24,"18,453",52,"6,505",0,"24,905","3,644","21,261",1817,"19,444",20970,0,110.00,0,20.93
73,1,4,1,"17,884",52,"6,612",0,"24,444","3,528","20,916",1817,"19,099",20623,0,110.00,0,19.26
74,1,4,2,"17,582",51,"6,748",0,"24,279","3,448","20,831",1817,"19,014",20525,0,110.00,0,13.23
75,1,4,3,"17,396",51,"6,710",0,"24,055","3,407","20,647",1817,"18,830",20350,0,110.00,0,13.27
76,1,4,4,"17,333",51,"6,875",0,"24,157","3,278","20,879",1817,"19,062",20599,0,110.00,0,13.15
77,1,4,5,"17,606",51,"6,899",0,"24,454","3,262","21,192",1817,"19,375",20901,0,110.00,0,13.10
78,1,4,6,"18,365",52,"6,547",0,"24,861","3,351","21,510",1817,"19,693",21221,0,110.00,0,13.31
79,1,4,7,"19,488",52,"6,432",0,"25,868","3,479","22,389",1817,"20,571",21971,0,110.00,0,13.12
80,1,4,8,"20,641",53,"6,278",0,"26,866","3,643","23,223",1817,"21,406",22779,0,110.00,0,18.64
81,1,4,9,"21,233",53,"6,407",0,"27,587","3,778","23,809",1817,"21,992",23264,0,110.00,0,23.39
82,1,4,10,"21,886",54,"6,345",0,"28,177","4,008","24,169",1817,"22,352",23582,0,110.00,0,25.85
83,1,4,11,"22,218",54,"5,963",0,"28,127","4,019","24,109",1817,"22,292",23518,0,110.00,0,26.43
84,1,4,12,"23,409",56,"5,987",0,"29,339","4,791","24,548",1817,"22,731",23844,0,110.00,0,26.11
85,1,4,13,"23,563",55,"6,230",0,"29,738","4,696","25,041",1817,"23,224",24310,0,110.00,0,26.04
86,1,4,14,"22,599",56,"5,589",0,"28,132","4,072","24,060",1817,"22,243",23473,0,110.00,0,24.48
87,1,4,15,"23,565",57,"5,582",0,"29,090","4,756","24,334",1817,"22,517",23700,0,110.00,0,23.59
88,1,4,16,"24,088",57,"5,479",0,"29,510","4,912","24,598",1817,"22,781",23875,0,110.00,0,22.62
89,1,4,17,"25,455",57,"5,639",0,"31,037","5,207","25,830",1817,"24,013",25019,0,110.00,0,25.72
90,1,4,18,"25,660",57,"5,349",0,"30,951","4,754","26,198",1817,"24,381",25381,0,110.00,0,28.04
91,1,4,19,"25,052",57,"5,601",0,"30,595","4,564","26,031",1817,"24,214",25238,0,110.00,0,28.19
92,1,4,20,"23,937",57,"5,388",0,"29,268","4,023","25,245",1817,"23,428",24462,0,110.00,0,26.75
93,1,4,21,"23,507",58,"5,453",0,"28,902","3,942","24,960",1817,"23,143",24226,0,110.00,0,25.21
94,1,4,22,"22,267",55,"5,423",0,"27,634","3,465","24,169",1817,"22,352",23582,0,110.00,0,23.14
95,1,4,23,"21,683",54,"5,344",0,"26,973","3,426","23,547",1817,"21,730",23044,0,110.00,0,22.06
96,1,4,24,"20,963",53,"5,572",0,"26,482","3,434","23,048",1817,"21,231",22619,0,110.00,0,18.60
97,1,5,1,"20,118",53,"5,993",0,"26,058","3,376","22,682",1817,"20,865",22268,0,110.00,0,14.02
98,1,5,2,"19,415",52,"6,130",0,"25,493","3,216","22,277",1817,"20,460",21864,0,110.00,0,12.74
99,1,5,3,"19,115",52,"6,237",0,"25,300","3,050","22,250",1817,"20,433",21839,0,110.00,0,12.70
100,1,5,4,"18,902",52,"6,422",0,"25,272","3,190","22,082",1817,"20,265",21726,0,110.00,0,12.70
101,1,5,5,"19,069",52,"6,404",0,"25,421","2,919","22,502",1817,"20,685",22097,0,110.00,0,12.70
102,1,5,6,"19,533",52,"6,552",0,"26,033","3,212","22,821",1817,"21,004",22407,0,110.00,0,12.70
103,1,5,7,"20,803",53,"6,014",0,"26,764","3,044","23,720",1817,"21,903",23165,0,110.00,0,12.70
104,1,5,8,"22,142",55,"5,902",0,"27,990","3,305","24,684",1817,"22,867",23955,0,110.00,0,14.20
105,1,5,9,"22,986",56,"5,914",0,"28,844","3,487","25,357",1817,"23,540",24545,0,110.00,0,19.57
106,1,5,10,"23,399",57,"5,958",0,"29,300","3,637","25,663",1817,"23,846",24789,0,110.00,0,19.57
107,1,5,11,"23,203",57,"6,148",0,"29,294","3,666","25,628",1817,"23,811",24767,0,110.00,0,21.43
108,1,5,12,"22,868",55,"6,168",0,"28,981","3,697","25,284",1817,"23,467",24496,0,110.00,0,20.74
109,1,5,13,"22,752",55,"6,306",0,"29,002","3,691","25,311",1817,"23,494",24513,0,110.00,0,20.30
110,1,5,14,"22,249",55,"6,489",0,"28,684","3,687","24,997",1817,"23,180",24266,0,110.00,0,19.57
111,1,5,15,"22,265",54,"6,548",0,"28,759","3,791","24,968",1817,"23,151",24233,0,110.00,0,20.17
112,1,5,16,"22,850",55,"6,758",0,"29,554","4,012","25,543",1817,"23,725",24718,0,110.00,0,19.90
113,1,5,17,"25,261",57,"6,861",0,"32,066","4,301","27,765",1817,"25,948",26699,0,110.00,0,23.34
114,1,5,18,"26,377",59,"6,925",0,"33,244","4,308","28,936",1817,"27,119",27685,0,110.00,0,29.52
115,1,5,19,"26,382",59,"6,933",0,"33,256","4,411","28,845",1817,"27,027",27561,0,110.00,0,28.21
116,1,5,20,"26,064",58,"6,916",0,"32,922","4,224","28,697",1817,"26,880",27432,0,110.00,0,25.97
117,1,5,21,"25,375",60,"6,737",0,"32,052","3,930","28,121",1817,"26,304",27003,0,110.00,0,24.35
118,1,5,22,"24,613",59,"6,678",0,"31,232","3,849","27,383",1817,"25,566",26339,0,110.00,0,22.20
119,1,5,23,"23,745",59,"6,813",0,"30,499","3,635","26,864",1817,"25,047",25905,0,110.00,0,19.57
120,1,5,24,"22,169",56,"7,293",0,"29,406","3,366","26,040",1817,"24,223",25251,0,110.00,0,17.02
121,1,6,1,"21,723",55,"7,400",0,"29,068","3,323","25,744",1817,"23,927",24933,0,110.00,0,15.41
122,1,6,2,"21,890",56,"7,288",0,"29,122","3,270","25,852",1817,"24,035",25037,0,110.00,0,13.87
123,1,6,3,"22,299",56,"7,056",0,"29,298","3,219","26,080",1817,"24,263",25278,0,110.00,0,13.10
124,1,6,4,"22,995",57,"6,958",0,"29,896","3,336","26,560",1817,"24,743",25646,0,110.00,0,13.03
125,1,6,5,"23,843",57,"6,596",0,"30,383","3,450","26,933",1817,"25,116",25938,0,110.00,0,13.12
126,1,6,6,"25,947",57,"5,984",0,"31,875","3,647","28,227",1817,"26,410",27111,0,110.00,0,15.86
127,1,6,7,"28,610",59,"5,373",0,"33,925","3,601","30,324",2167,"28,157",28539,0,110.00,0,21.02
128,1,6,8,"30,066",61,"5,341",0,"35,347","3,685","31,662",2517,"29,145",29452,0,300.00,0,24.81
129,1,6,9,"30,263",61,"5,302",0,"35,504","3,816","31,688",2517,"29,170",29460,0,300.00,0,24.81
130,1,6,10,"29,811",60,"5,525",0,"35,276","3,845","31,432",2167,"29,264",29531,0,300.00,0,24.81
131,1,6,11,"29,120",59,"5,294",0,"34,355","3,626","30,730",2017,"28,712",29088,0,300.00,0,24.81
132,1,6,12,"28,995",59,"5,264",0,"34,200","3,771","30,429",2017,"28,412",28757,0,110.00,0,24.81
133,1,6,13,"28,890",59,"5,281",0,"34,112","3,883","30,229",2017,"28,212",28573,0,110.00,0,24.03
134,1,6,14,"28,873",59,"5,322",0,"34,136","3,848","30,289",2017,"28,271",28636,0,110.00,0,24.06
135,1,6,15,"28,066",58,"5,338",0,"33,346","3,498","29,848",2017,"27,831",28218,0,110.00,0,23.10
136,1,6,16,"28,371",59,"5,454",0,"33,766","3,492","30,274",2017,"28,257",28606,0,110.00,0,22.02
137,1,6,17,"29,373",59,"5,614",0,"34,928","3,408","31,520",2217,"29,303",29642,0,300.00,0,24.98
138,1,6,18,"30,149",60,"5,664",0,"35,753","3,433","32,320",2517,"29,803",30138,0,300.00,0,37.65
139,1,6,19,"29,778",60,"5,751",0,"35,468","3,630","31,839",2517,"29,321",29656,0,300.00,0,33.14
140,1,6,20,"29,495",60,"5,898",0,"35,334","3,783","31,551",2267,"29,284",29579,0,300.00,0,24.81
141,1,6,21,"28,448",58,"5,970",0,"34,360","3,580","30,780",2167,"28,613",28925,0,110.00,0,24.81
142,1,6,22,"27,184",57,"6,069",0,"33,195","3,493","29,702",2017,"27,685",28105,0,110.00,0,23.82
143,1,6,23,"25,784",57,"6,220",0,"31,947","3,442","28,505",1817,"26,688",27320,0,110.00,0,20.78
144,1,6,24,"24,302",58,"6,372",0,"30,616","3,573","27,042",1817,"25,225",26048,0,110.00,0,16.88
145,1,7,1,"23,958",60,"6,088",0,"29,986","3,375","26,610",1817,"24,793",25697,0,110.00,0,15.32
146,1,7,2,"23,753",60,"6,019",0,"29,711","3,359","26,353",1817,"24,536",25482,0,110.00,0,13.16
147,1,7,3,"23,797",60,"6,029",0,"29,766","3,278","26,488",1817,"24,671",25589,0,110.00,0,13.14
148,1,7,4,"23,703",60,"6,022",0,"29,665","3,380","26,286",1817,"24,468",25440,0,110.00,0,13.16
149,1,7,5,"24,318",59,"5,784",0,"30,042","3,402","26,640",1817,"24,823",25724,0,110.00,0,15.67
150,1,7,6,"25,651",55,"5,771",0,"31,367","3,865","27,502",1817,"25,685",26496,0,110.00,0,20.71
151,1,7,7,"28,854",59,"5,998",0,"34,793","4,715","30,078",1817,"28,261",28608,0,110.00,0,22.90
152,1,7,8,"29,639",60,"5,877",0,"35,456","4,434","31,023",2317,"28,706",29081,0,110.00,0,29.96
153,1,7,9,"29,115",59,"5,936",0,"34,992","4,696","30,296",2317,"27,979",28379,0,110.00,0,30.35
154,1,7,10,"27,669",59,"5,908",0,"33,519","4,719","28,799",1817,"26,982",27540,0,110.00,0,28.44
155,1,7,11,"26,387",59,"5,738",0,"32,066","4,550","27,516",1817,"25,699",26504,0,110.00,0,27.26
156,1,7,12,"24,987",59,"5,958",0,"30,886","4,605","26,281",1817,"24,464",25434,0,110.00,0,27.20
157,1,7,13,"23,988",58,"6,171",0,"30,101","4,398","25,704",1817,"23,887",24852,0,110.00,0,27.00
158,1,7,14,"23,466",57,"5,902",0,"29,311","4,097","25,214",1817,"23,397",24441,0,110.00,0,25.33
159,1,7,15,"24,044",57,"5,766",0,"29,752","4,095","25,657",1817,"23,840",24785,0,110.00,0,24.99
160,1,7,16,"25,339",57,"5,839",0,"31,121","4,425","26,696",1817,"24,879",25775,0,110.00,0,25.88
161,1,7,17,"27,548",58,"6,116",0,"33,606","4,554","29,051",1817,"27,234",27777,0,110.00,0,28.04
162,1,7,18,"27,981",59,"6,100",0,"34,022","4,237","29,785",2117,"27,668",28084,0,110.00,0,35.47
163,1,7,19,"27,878",59,"6,357",0,"34,176","4,385","29,791",2117,"27,674",28101,0,110.00,0,36.34
164,1,7,20,"27,230",58,"6,155",0,"33,327","4,125","29,202",1817,"27,384",27908,0,110.00,0,30.17
165,1,7,21,"26,793",58,"6,131",0,"32,866","4,127","28,739",1817,"26,922",27470,0,110.00,0,25.18
166,1,7,22,"25,888",57,"6,204",0,"32,035","4,113","27,922",1817,"26,105",26838,0,110.00,0,24.81
167,1,7,23,"24,241",57,"6,372",0,"30,557","3,779","26,778",1817,"24,961",25855,0,110.00,0,24.13
168,1,7,24,"22,431",55,"6,694",0,"29,071","3,494","25,577",1817,"23,760",24741,0,110.00,0,17.71
169,1,8,1,"21,568",54,"6,756",0,"28,269","3,607","24,663",1817,"22,846",23934,0,110.00,0,15.80
170,1,8,2,"22,048",55,"6,378",0,"28,372","3,384","24,988",1817,"23,171",24261,0,110.00,0,13.17
171,1,8,3,"21,447",54,"6,789",0,"28,181","3,314","24,867",1817,"23,050",24150,0,110.00,0,13.00
172,1,8,4,"21,570",54,"6,835",0,"28,350","3,410","24,940",1817,"23,123",24192,0,110.00,0,13.19
173,1,8,5,"21,980",54,"6,699",0,"28,625","3,624","25,001",1817,"23,184",24273,0,110.00,0,15.94
174,1,8,6,"23,582",56,"6,422",0,"29,948","3,945","26,003",1817,"24,186",25201,0,110.00,0,17.03
175,1,8,7,"26,041",58,"5,888",0,"31,872","3,782","28,090",1817,"26,273",26974,0,110.00,0,21.08
176,1,8,8,"27,331",58,"5,815",0,"33,088","3,725","29,364",2117,"27,246",27814,0,110.00,0,28.43
177,1,8,9,"27,049",58,"5,906",0,"32,897","3,839","29,059",2117,"26,941",27501,0,110.00,0,26.87
178,1,8,10,"26,683",57,"5,652",0,"32,278","3,859","28,419",1817,"26,602",27249,0,110.00,0,24.57
179,1,8,11,"26,365",58,"5,542",0,"31,849","3,882","27,967",1817,"26,150",26895,0,110.00,0,24.78
180,1,8,12,"25,691",58,"5,576",0,"31,210","3,850","27,360",1817,"25,543",26308,0,110.00,0,24.19
181,1,8,13,"24,273",58,"5,853",0,"30,069","3,821","26,248",1817,"24,431",25417,0,110.00,0,23.97
182,1,8,14,"23,929",57,"5,923",0,"29,795","3,783","26,012",1817,"24,195",25206,0,110.00,0,22.49
183,1,8,15,"24,051",57,"5,999",0,"29,993","3,822","26,172",1817,"24,355",25349,0,110.00,0,23.05
184,1,8,16,"24,757",56,"6,091",0,"30,792","3,995","26,797",1817,"24,980",25861,0,110.00,0,23.21
185,1,8,17,"26,684",58,"6,209",0,"32,835","4,104","28,731",2117,"26,614",27267,0,110.00,0,23.97
186,1,8,18,"27,778",58,"6,086",0,"33,806","3,907","29,899",2417,"27,482",27977,0,110.00,0,31.73
187,1,8,19,"27,350",58,"6,415",0,"33,708","3,855","29,852",2417,"27,435",27957,0,110.00,0,30.97
188,1,8,20,"27,222",58,"6,634",0,"33,798","4,277","29,521",2417,"27,104",27656,0,110.00,0,31.32
189,1,8,21,"27,115",59,"6,879",0,"33,936","4,672","29,263",2117,"27,146",27700,0,110.00,0,25.76
190,1,8,22,"26,265",57,"7,322",0,"33,529","4,742","28,788",1817,"26,971",27527,0,110.00,0,25.28
191,1,8,23,"24,498",57,"7,660",0,"32,102","4,377","27,725",1817,"25,908",26671,0,110.00,0,21.89
192,1,8,24,"22,543",55,"7,924",0,"30,412","3,669","26,743",1817,"24,926",25808,0,110.00,0,19.30
193,1,9,1,"22,634",56,"8,110",0,"30,687","3,924","26,763",1817,"24,946",25834,0,110.00,0,25.07
194,1,9,2,"22,731",56,"8,099",0,"30,774","3,765","27,009",1817,"25,191",26015,0,110.00,0,23.94
195,1,9,3,"23,138",57,"8,132",0,"31,213","3,768","27,445",1817,"25,628",26473,0,110.00,0,23.17
196,1,9,4,"23,673",58,"8,203",0,"31,818","3,748","28,070",1817,"26,253",26972,0,110.00,0,24.03
197,1,9,5,"24,264",57,"8,170",0,"32,378","4,112","28,265",2067,"26,198",26941,0,110.00,0,25.56
198,1,9,6,"26,496",57,"8,072",0,"34,512","4,680","29,831",2217,"27,614",28048,0,110.00,0,27.83
199,1,9,7,"29,443",60,"8,071",0,"37,454","5,037","32,417",2367,"30,050",30357,0,300.00,0,35.99
200,1,9,8,"30,664",61,"8,040",0,"38,643","4,921","33,722",2467,"31,255",31769,0,300.00,0,40.71
201,1,9,9,"29,783",60,"7,963",0,"37,685","4,909","32,776",2467,"30,309",30571,0,300.00,0,38.01
202,1,9,10,"28,805",59,"7,997",0,"36,744","4,884","31,860",2217,"29,643",29990,0,300.00,0,36.29
203,1,9,11,"27,370",59,"7,303",0,"34,613","4,422","30,192",2217,"27,974",28350,0,110.00,0,34.08
204,1,9,12,"26,621",58,"7,090",0,"33,654","4,399","29,255",2067,"27,188",27740,0,110.00,0,31.53
205,1,9,13,"26,193",58,"7,146",0,"33,281","4,493","28,788",2067,"26,721",27325,0,110.00,0,27.49
206,1,9,14,"26,203",58,"7,222",0,"33,368","4,472","28,896",2067,"26,829",27398,0,110.00,0,27.04
207,1,9,15,"26,768",59,"6,823",0,"33,532","4,226","29,307",2067,"27,240",27779,0,110.00,0,26.55
208,1,9,16,"28,230",59,"6,687",0,"34,859","4,088","30,770",2167,"28,603",28884,0,110.00,0,27.45
209,1,9,17,"30,137",60,"6,840",0,"36,916","4,278","32,638",2217,"30,421",30655,0,300.00,0,30.09
210,1,9,18,"30,631",61,"7,332",0,"37,902","4,775","33,127",2417,"30,709",31077,0,300.00,0,48.64
211,1,9,19,"30,133",60,"7,544",0,"37,616","4,624","32,993",2367,"30,626",30794,0,300.00,0,37.33
212,1,9,20,"29,904",60,"7,385",0,"37,229","4,071","33,157",2367,"30,790",31165,0,300.00,0,33.31
213,1,9,21,"29,205",59,"7,119",0,"36,264","3,937","32,327",2367,"29,960",30227,0,300.00,0,32.80
214,1,9,22,"28,375",59,"7,041",0,"35,357","3,927","31,430",2217,"29,213",29486,0,300.00,0,23.54
215,1,9,23,"27,239",59,"6,863",0,"34,042","4,064","29,978",2167,"27,811",28208,0,110.00,0,21.67
216,1,9,24,"25,724",60,"7,141",0,"32,805","3,790","29,015",2067,"26,948",27507,0,110.00,0,16.88
217,1,10,1,"24,004",59,"7,476",0,"31,422","3,148","28,274",1817,"26,457",27137,0,110.00,0,14.73
218,1,10,2,"23,777",59,"7,518",0,"31,237","3,172","28,065",1817,"26,248",26968,0,110.00,0,14.73
219,1,10,3,"23,309",59,"7,711",0,"30,961","3,082","27,879",1817,"26,062",26807,0,110.00,0,14.73
220,1,10,4,"23,001",59,"7,957",0,"30,900","2,949","27,951",1817,"26,134",26857,0,110.00,0,14.73
221,1,10,5,"23,154",59,"8,072",0,"31,167","3,216","27,951",1817,"26,134",26864,0,110.00,0,14.73
222,1,10,6,"23,613",56,"8,390",0,"31,947","3,575","28,372",1817,"26,555",27226,0,110.00,0,14.73
223,1,10,7,"26,073",57,"8,396",0,"34,412","3,706","30,706",2117,"28,589",28874,0,110.00,0,16.60
224,1,10,8,"27,188",58,"8,494",0,"35,623","3,686","31,937",2117,"29,820",30173,0,300.00,0,20.74
225,1,10,9,"26,763",58,"8,621",0,"35,326","3,765","31,561",2117,"29,444",29818,0,300.00,0,21.14
226,1,10,10,"26,085",57,"8,470",0,"34,499","3,778","30,720",2117,"28,603",28914,0,110.00,0,20.47
227,1,10,11,"25,975",56,"8,496",0,"34,414","3,911","30,503",1817,"28,686",29055,0,110.00,0,23.03
228,1,10,12,"25,669",56,"8,297",0,"33,909","3,818","30,091",1817,"28,274",28650,0,110.00,0,20.36
229,1,10,13,"25,562",57,"7,835",0,"33,340","3,816","29,523",1817,"27,706",28128,0,110.00,0,20.37
230,1,10,14,"25,373",57,"7,252",0,"32,569","3,767","28,802",1817,"26,985",27540,0,110.00,0,20.02
231,1,10,15,"25,199",57,"6,957",0,"32,099","3,778","28,321",1817,"26,504",27183,0,110.00,0,20.83
232,1,10,16,"25,412",57,"6,792",0,"32,147","3,775","28,372",1817,"26,555",27225,0,110.00,0,20.23
233,1,10,17,"26,187",56,"6,654",0,"32,785","4,306","28,479",1817,"26,662",27293,0,110.00,0,21.61
