,production
30918,22127
30919,22564
30920,22223
30921,21594
30922,21912
30923,21750
30924,21821
30925,22192
30926,22223
30927,22236
30928,21997
30929,21518
30930,19977
30931,18636
30932,17918
30933,17953
30934,17840
30935,18200
30936,19021
30937,19461
30938,21746
30939,23246
30940,22560
30941,23102
30942,23514
30943,22399
30944,22790
30945,22729
30946,22772
30947,22978
30948,22579
30949,22340
30950,22515
30951,22167
30952,21838
30953,21799
30954,19766
30955,18407
30956,17532
30957,17490
30958,17809
30959,18393
30960,19548
30961,20240
30962,22054
30963,23697
30964,23817
30965,23897
30966,24120
30967,24428
30968,23878
30969,23766
30970,23515
30971,23590
30972,23490
30973,23817
30974,22658
30975,22385
30976,22210
30977,22101
30978,20970
30979,18989
30980,18522
30981,18530
30982,18876
30983,19166
30984,18714
30985,20508
30986,22536
30987,23380
30988,23266
30989,23957
30990,23875
30991,23960
30992,23959
30993,23366
30994,22957
30995,22961
30996,22646
30997,22649
30998,22180
30999,22444
31000,22616
31001,23102
31002,21130
31003,19136
31004,18014
31005,18486
31006,18545
31007,20675
31008,20849
31009,20947
31010,22451
31011,23534
31012,24095
31013,24625
31014,24798
31015,24891
31016,24674
31017,24689
31018,25367
31019,24855
31020,25007
31021,25596
31022,25298
31023,24957
31024,23738
31025,22573
31026,20079
31027,19438
31028,18388
31029,18364
31030,18870
31031,19714
31032,21025
31033,22036
31034,22674
31035,24011
31036,24132
31037,23946
31038,24172
31039,23854
31040,24654
31041,23101
31042,22570
31043,22603
31044,22174
31045,22186
31046,21510
31047,20932
31048,20221
31049,19170
31050,18197
31051,17390
31052,17299
31053,18140
31054,18343
31055,19610
31056,20292
31057,20485
31058,20822
31059,22126
31060,22380
31061,22474
31062,22844
31063,22822
31064,21706
31065,20810
31066,20707
31067,21574
31068,21597
31069,21099
31070,21747
31071,21701
31072,20178
31073,18347
31074,17406
31075,17193
31076,17427
31077,17705
31078,17977
31079,18753
31080,18758
31081,20643
31082,21963
31083,22874
31084,22849
31085,23051
31086,23535
31087,23719
31088,23214
31089,23386
31090,23267
31091,23369
31092,22552
31093,23707
31094,23769
31095,23161
31096,22696
31097,22454
31098,20933
31099,18918
31100,18126
31101,18035
31102,18581
31103,18722
31104,19799
31105,20662
31106,21748
31107,23012
31108,23385
31109,23394
31110,23248
31111,22912
31112,22122
31113,22146
31114,22157
31115,22599
31116,22555
31117,22725
31118,22986
31119,22074
31120,22594
31121,21501
31122,19554
31123,17561
31124,16869
31125,16751
31126,16878
31127,17390
31128,18020
31129,20165
31130,21317
31131,22818
31132,23953
31133,23452
31134,23223
31135,23692
31136,23640
31137,24121
31138,23686
31139,23257
31140,23336
31141,23224
31142,24140
31143,23427
31144,22737
31145,22363
31146,20284
31147,18053
31148,16639
31149,16205
31150,16609
31151,18008
31152,19781
31153,20247
31154,22499
31155,23532
31156,23781
31157,23976
31158,24068
31159,23428
31160,23026
31161,22574
31162,22265
31163,22101
31164,22862
31165,22668
31166,22606
31167,22692
31168,22576
31169,21612
31170,20449
31171,18136
31172,17316
31173,17253
31174,17737
31175,17794
31176,18301
31177,19705
31178,21745
31179,22383
31180,23665
31181,22692
31182,23968
31183,23820
31184,22581
31185,21788
31186,21801
31187,21962
31188,22130
31189,22286
31190,22049
31191,21588
31192,21708
31193,21390
31194,20251
31195,18501
31196,17424
31197,16931
31198,17017
31199,17716
31200,17853
31201,18930
31202,20931
31203,21466
31204,21608
31205,21502
31206,21372
31207,21329
31208,20320
31209,19858
31210,20285
31211,19944
31212,19983
31213,20519
31214,20493
31215,20223
31216,19115
31217,18077
31218,17159
31219,16608
31220,16903
31221,16762
31222,17057
31223,17286
31224,17982
31225,19752
31226,20411
31227,21161
31228,20699
31229,21271
31230,20976
31231,21820
31232,20907
31233,21850
31234,21438
31235,21564
31236,21967
31237,21670
31238,21492
31239,20302
31240,19421
31241,18650
31242,16974
31243,17180
31244,17074
31245,17649
31246,17700
31247,17987
31248,19405
31249,20236
31250,21480
31251,21845
31252,22101
31253,22580
31254,23432
31255,23027
31256,22451
31257,21999
31258,21860
31259,22052
31260,22192
31261,23129
31262,22946
31263,22825
31264,22254
31265,21832
31266,20301
31267,18493
31268,17324
31269,17265
31270,17448
31271,18749
31272,19321
31273,20360
31274,21963
31275,22625
31276,23114
31277,23082
31278,22670
31279,22129
31280,21578
31281,21122
31282,21123
31283,20884
31284,21184
31285,21328
31286,21166
31287,21494
31288,22118
31289,21333
31290,20489
31291,17966
31292,17129
31293,16862
31294,17059
31295,17329
31296,18389
31297,20165
31298,21478
31299,22707
31300,22179
31301,21823
31302,22119
31303,22552
31304,21708
31305,21181
31306,21335
31307,21807
31308,22042
31309,22282
31310,22446
31311,22647
31312,22248
31313,21989
31314,20246
31315,18355
31316,17599
31317,17329
31318,17352
31319,17653
31320,18196
31321,19625
31322,21094
31323,21739
31324,21899
31325,21956
31326,22055
31327,22189
31328,21685
31329,21368
31330,21099
31331,21262
31332,21655
31333,22062
31334,21188
31335,21715
31336,21425
31337,21652
31338,20466
31339,18307
31340,17237
31341,17064
31342,17156
31343,17281
31344,17889
31345,18126
31346,19933
31347,21209
31348,21541
31349,21772
31350,22064
31351,22048
31352,21364
31353,20850
31354,20857
31355,21026
31356,21150
31357,21319
31358,21247
31359,21080
31360,21204
31361,20592
31362,18835
31363,17464
31364,16541
31365,16205
31366,16406
31367,16601
31368,16858
31369,18218
31370,19299
31371,21167
31372,21038
31373,20778
31374,20475
31375,20577
31376,20018
31377,20106
31378,20082
31379,21153
31380,21232
31381,20788
31382,20279
31383,19766
31384,18848
31385,17732
31386,17027
31387,16682
31388,16675
31389,16754
31390,16837
31391,17517
31392,17890
31393,18917
31394,19627
31395,20527
31396,20244
31397,20174
31398,20499
31399,21049
31400,20492
31401,20099
31402,19620
31403,20598
31404,20543
31405,19843
31406,20394
31407,19791
31408,19131
31409,18078
31410,17205
31411,16673
31412,16643
31413,16317
31414,16158
31415,17271
31416,19168
31417,20852
31418,22194
31419,23583
31420,23791
31421,23794
31422,24223
31423,24567
31424,24394
31425,23904
31426,24134
31427,23833
31428,23972
31429,24220
31430,23712
31431,22950
31432,22256
31433,21739
31434,20408
31435,18599
31436,17538
31437,17236
31438,18448
31439,18626
31440,18933
31441,20676
31442,22375
31443,23806
31444,23896
31445,23791
31446,24014
31447,24157
31448,23740
31449,22737
31450,23249
31451,22924
31452,22784
31453,22229
31454,22126
31455,21544
31456,20833
31457,21138
31458,18708
31459,16781
31460,16222
31461,16135
31462,16300
31463,16703
31464,17793
31465,19038
31466,20691
31467,22828
31468,23362
31469,23310
31470,23398
31471,23632
31472,23030
31473,22547
31474,22387
31475,22459
31476,22384
31477,22244
31478,21599
31479,21641
31480,21397
31481,21226
31482,19195
31483,17023
31484,16404
31485,16542
31486,16751
31487,17094
31488,18443
31489,19709
31490,21318
31491,22675
31492,22859
31493,23004
31494,23133
31495,23372
31496,22813
31497,22619
31498,22718
31499,22629
31500,22606
31501,22839
31502,22679
31503,22095
31504,21202
31505,21992
31506,20329
31507,17571
31508,17096
31509,17241
31510,18130
31511,18353
31512,19056
31513,20196
31514,21484
31515,22850
31516,23181
31517,23183
31518,23286
31519,23463
31520,22989
31521,22623
31522,22518
31523,22883
31524,22786
31525,22725
31526,22756
31527,21964
31528,19953
31529,19541
31530,18280
31531,17402
31532,15995
31533,15735
31534,15780
31535,15895
31536,16441
31537,18525
31538,18494
31539,20879
31540,21738
31541,21981
31542,22179
31543,21979
31544,21429
31545,20580
31546,20146
31547,20343
31548,20698
31549,20405
31550,19920
31551,18906
31552,17973
31553,16846
31554,16098
31555,15772
31556,15883
31557,15833
31558,15876
31559,16058
31560,16764
31561,17598
31562,19343
31563,20551
31564,20624
31565,20461
31566,21110
31567,21230
31568,20636
31569,20503
31570,20458
31571,20818
31572,20988
31573,20791
31574,20078
31575,19474
31576,18493
31577,17341
31578,16491
31579,15949
31580,15888
31581,15909
31582,15938
31583,16266
31584,16594
31585,18084
31586,20063
31587,21695
31588,22067
31589,22222
31590,22411
31591,22592
31592,22220
31593,21750
31594,21690
31595,21681
31596,21500
31597,21433
31598,20843
31599,20459
31600,20484
31601,19433
31602,17992
31603,16404
31604,15820
31605,15732
31606,15649
31607,16012
31608,16446
31609,17433
31610,19419
31611,21609
31612,21687
31613,21365
31614,21519
31615,21193
31616,20580
31617,20296
31618,20924
31619,20817
31620,20796
31621,20469
31622,20458
31623,20992
31624,21404
31625,20773
31626,19586
31627,17750
31628,16930
31629,16605
31630,16640
31631,16718
31632,17136
31633,17933
31634,19083
31635,20823
31636,21056
31637,20875
31638,20650
31639,20784
31640,20052
31641,19639
31642,19575
31643,19809
31644,20017
31645,21091
31646,20942
31647,20679
31648,20580
31649,20154
31650,18444
31651,16641
31652,16039
31653,15970
31654,15970
31655,16130
31656,17085
31657,17697
31658,20135
31659,21508
31660,22108
31661,22151
31662,22166
31663,22097
31664,21558
31665,21066
31666,20945
31667,21395
31668,21396
31669,21654
31670,21603
31671,21184
31672,20811
31673,20897
31674,19018
31675,16579
31676,15973
31677,15739
31678,15739
31679,16164
31680,16310
31681,17273
31682,19029
31683,21052
31684,20867
31685,20483
31686,20345
31687,19663
31688,19052
31689,18500
31690,18212
31691,18593
31692,19067
31693,19200
31694,19178
31695,18711
31696,18218
31697,17606
31698,17370
31699,16702
31700,16442
31701,16252
31702,16102
31703,16465
31704,16925
31705,17666
31706,19640
31707,19794
31708,19426
31709,19274
31710,19350
31711,19197
31712,18879
31713,18674
31714,19048
31715,19406
31716,19753
31717,19994
31718,19982
31719,19586
31720,18755
31721,17547
31722,16829
31723,16474
31724,16342
31725,16138
31726,16092
31727,16339
31728,16651
31729,17247
31730,17703
31731,18403
31732,20260
31733,20074
31734,20134
31735,20178
31736,19494
31737,19058
31738,19069
31739,19561
31740,20274
31741,20138
31742,20118
31743,20165
31744,19659
31745,19136
31746,18238
31747,17877
31748,17683
31749,17439
31750,17288
31751,17395
31752,17814
31753,18403
31754,19767
31755,20698
31756,20712
31757,20524
31758,20688
31759,20688
31760,20483
31761,20511
31762,20788
31763,21015
31764,21327
31765,21456
31766,21615
31767,21983
31768,21748
31769,21503
31770,20567
31771,18796
31772,18205
31773,18090
31774,18207
31775,18241
31776,18314
31777,18958
31778,20009
31779,21091
31780,21560
31781,21178
31782,21640
31783,21402
31784,20731
31785,21387
31786,20686
31787,21988
31788,21084
31789,21947
31790,22009
31791,21495
31792,21112
31793,21163
31794,19369
31795,17761
31796,17065
31797,16892
31798,16972
31799,17190
31800,17599
31801,18459
31802,20102
31803,22303
31804,23551
31805,23438
31806,23180
31807,23502
31808,22625
31809,21882
31810,21630
31811,21572
31812,21748
31813,21876
31814,22012
31815,22204
31816,22710
31817,22791
31818,21496
31819,19251
31820,18308
31821,17975
31822,17937
31823,17805
31824,17891
31825,18600
31826,19547
31827,21394
31828,21907
31829,21669
31830,21688
31831,21398
31832,20588
31833,21491
31834,21047
31835,21766
31836,22260
31837,22408
31838,22396
31839,21908
31840,21391
31841,22031
31842,20147
31843,18135
31844,16991
31845,16848
31846,16349
31847,16885
31848,17337
31849,18534
31850,20285
31851,22591
31852,22830
31853,21847
31854,21238
31855,21288
31856,21238
31857,20691
31858,20552
31859,20952
31860,22090
31861,20801
31862,20281
31863,21289
31864,20939
31865,20244
31866,18502
31867,17037
31868,16983
31869,17391
31870,17541
31871,17417
31872,17429
31873,18720
31874,19688
31875,21687
31876,21415
31877,20556
31878,20470
31879,20245
31880,19793
31881,19562
31882,19696
31883,20187
31884,20837
31885,21391
31886,21349
31887,21511
31888,20942
31889,20181
31890,19504
31891,19432
31892,19238
31893,18731
31894,18734
31895,18662
31896,18898
31897,19214
31898,20234
31899,21804
31900,21479
31901,20825
31902,20830
31903,20857
31904,20551
31905,20323
31906,20565
31907,21114
31908,21760
31909,22092
31910,22332
31911,22461
31912,22199
31913,21756
31914,21344
31915,20919
31916,20220
31917,19908
31918,19801
31919,19929
31920,20014
31921,20473
31922,21360
31923,22759
31924,22948
31925,21853
31926,21712
31927,21607
31928,21238
31929,21567
31930,21373
31931,21794
31932,22316
31933,22614
31934,22599
31935,22967
31936,23099
31937,22719
31938,21845
31939,19440
31940,18355
31941,17984
31942,17799
31943,17666
31944,17759
31945,18460
31946,20039
31947,21017
31948,22128
31949,22079
31950,21799
31951,22013
31952,21520
31953,21068
31954,20969
31955,20925
31956,20864
31957,21234
31958,21320
31959,21285
31960,21489
31961,21453
31962,20271
31963,18182
31964,17293
31965,16957
31966,17132
31967,17296
31968,17508
31969,18764
31970,20391
31971,21418
31972,22326
31973,21972
31974,21905
31975,21863
31976,21444
31977,21014
31978,20970
31979,21452
31980,21522
31981,21647
31982,21760
31983,21804
31984,22131
31985,22150
31986,20892
31987,19085
31988,18202
31989,17888
31990,18035
31991,18141
31992,18684
31993,19344
31994,21410
31995,22480
31996,23062
31997,22718
31998,22280
31999,22025
32000,22410
32001,21956
32002,21792
32003,22180
32004,22268
32005,22580
32006,22895
32007,22832
32008,23481
32009,23715
32010,22983
32011,21268
32012,19567
32013,19296
32014,19124
32015,19126
32016,19721
32017,19972
32018,21497
32019,22885
32020,23414
32021,22885
32022,22358
32023,22889
32024,22211
32025,21765
32026,21907
32027,22389
32028,22322
32029,22387
32030,22535
32031,22567
32032,23253
32033,23256
32034,22711
32035,19737
32036,18455
32037,18088
32038,17785
32039,17663
32040,18314
32041,18775
32042,20830
32043,21985
32044,22483
32045,21749
32046,21146
32047,20768
32048,20132
32049,19755
32050,19813
32051,20312
32052,20573
32053,20838
32054,21012
32055,20678
32056,20257
32057,19379
32058,18599
32059,18423
32060,17820
32061,17520
32062,17586
32063,17705
32064,18223
32065,18478
32066,19461
32067,20355
32068,20327
32069,20190
32070,20155
32071,19977
32072,19823
32073,19531
32074,19747
32075,20306
32076,20942
32077,21657
32078,21936
32079,22087
32080,21648
32081,20716
32082,19723
32083,18980
32084,18535
32085,18400
32086,18323
32087,18327
32088,18320
32089,19337
32090,20519
32091,21702
32092,22842
32093,22757
32094,23257
32095,23316
32096,22706
32097,22233
32098,22002
32099,22069
32100,22178
32101,22335
32102,22494
32103,22782
32104,23005
32105,23715
32106,21922
32107,20335
32108,19312
32109,18969
32110,18830
32111,19090
32112,19444
32113,20416
32114,21275
32115,23062
32116,23751
32117,23278
32118,22761
32119,23335
32120,22589
32121,22355
32122,22928
32123,23284
32124,22823
32125,22104
32126,22251
32127,22209
32128,22197
32129,22089
32130,20680
32131,18712
32132,17702
32133,17239
32134,17223
32135,17416
32136,17941
32137,18378
32138,20011
32139,22129
32140,22222
32141,22435
32142,21833
32143,21652
32144,21084
32145,20692
32146,20589
32147,20785
32148,20842
32149,21171
32150,21163
32151,21339
32152,21415
32153,21678
32154,20627
32155,19238
32156,18383
32157,18035
32158,18143
32159,18374
32160,18717
32161,19119
32162,20349
32163,21739
32164,22589
32165,22420
32166,22404
32167,22283
32168,21783
32169,21289
32170,21449
32171,21721
32172,22022
32173,22594
32174,22850
32175,23405
32176,24121
32177,24537
32178,23525
32179,21897
32180,21030
32181,20750
32182,20759
32183,20759
32184,20995
32185,21230
32186,22508
32187,24952
32188,25702
32189,25323
32190,24701
32191,24582
32192,24089
32193,23597
32194,23576
32195,24192
32196,24576
32197,24980
32198,25119
32199,25209
32200,26415
32201,25488
32202,24419
32203,22493
32204,21089
32205,20429
32206,20397
32207,20597
32208,20774
32209,21441
32210,22560
32211,24465
32212,23987
32213,24507
32214,24268
32215,24105
32216,23469
32217,23164
32218,23008
32219,23366
32220,23941
32221,23819
32222,23600
32223,23155
32224,22378
32225,21336
32226,20614
32227,19713
32228,19160
32229,18945
32230,18887
32231,18946
32232,19215
32233,19827
32234,20828
32235,21346
32236,21853
32237,21778
32238,21638
32239,21617
32240,21149
32241,20959
32242,21454
32243,22182
32244,22929
32245,23591
32246,23680
32247,23321
32248,22560
32249,21486
32250,20485
32251,19628
32252,19132
32253,18913
32254,18831
32255,18931
32256,19063
32257,19785
32258,21349
32259,22381
32260,23119
32261,23287
32262,23475
32263,23372
32264,22563
32265,22314
32266,22442
32267,23899
32268,23129
32269,24167
32270,24194
32271,24692
32272,25352
32273,25852
32274,24219
32275,21824
32276,20343
32277,19886
32278,19987
32279,20084
32280,20451
32281,21045
32282,23076
32283,23994
32284,25075
32285,25703
32286,24688
32287,24191
32288,23821
32289,23207
32290,23101
32291,23299
32292,23738
32293,24888
32294,24317
32295,24774
32296,25385
32297,24691
32298,23026
32299,20481
32300,19625
32301,19382
32302,19485
32303,19817
32304,20422
32305,20645
32306,21496
32307,23272
32308,24612
32309,24354
32310,23523
32311,23474
32312,23016
32313,22992
32314,23273
32315,23216
32316,23673
32317,23546
32318,23627
32319,23778
32320,24418
32321,24392
32322,23085
32323,20706
32324,18961
32325,18800
32326,19174
32327,19428
32328,19784
32329,20483
32330,21786
32331,23813
32332,24476
32333,24341
32334,24277
32335,23806
32336,22726
32337,22820
32338,22744
32339,23024
32340,22714
32341,22515
32342,22803
32343,23253
32344,24581
32345,25191
32346,25119
32347,22149
32348,20581
32349,20179
32350,20197
32351,20495
32352,20011
32353,20798
32354,21788
32355,24664
32356,25115
32357,24496
32358,24464
32359,24236
32360,23359
32361,22514
32362,22986
32363,22830
32364,22959
32365,23893
32366,24231
32367,25322
32368,26097
32369,27376
32370,26479
32371,23778
32372,21932
32373,21093
32374,20813
32375,20636
32376,20954
32377,21084
32378,22392
32379,23549
32380,24644
32381,23873
32382,23745
32383,22615
32384,21584
32385,21261
32386,21556
32387,22516
32388,22695
32389,23326
32390,24191
32391,24556
32392,25290
32393,25121
32394,25112
32395,24421
32396,23548
32397,22983
32398,22778
32399,22776
32400,22394
32401,23686
32402,23551
32403,23596
32404,23667
32405,23457
32406,23077
32407,23106
32408,22391
32409,22376
32410,22731
32411,22630
32412,24398
32413,24831
32414,24946
32415,25115
32416,25606
32417,25526
32418,25387
32419,24958
32420,23916
32421,23813
32422,23510
32423,23352
32424,23525
32425,23861
32426,24613
32427,25371
32428,26024
32429,26078
32430,25904
32431,25164
32432,24820
32433,24828
32434,25289
32435,25853
32436,26419
32437,26502
32438,27438
32439,28101
32440,28343
32441,28585
32442,27409
32443,25021
32444,23162
32445,22951
32446,22762
32447,23477
32448,23078
32449,24654
32450,25606
32451,26917
32452,27561
32453,27422
32454,26684
32455,26656
32456,25661
32457,25038
32458,24898
32459,25215
32460,25791
32461,26199
32462,26320
32463,26793
32464,28017
32465,28452
32466,27314
32467,25436
32468,24237
32469,23689
32470,23247
32471,23186
32472,23141
32473,24591
32474,25302
32475,26501
32476,27163
32477,27235
32478,26821
32479,26555
32480,25856
32481,25372
32482,25262
32483,25568
32484,25726
32485,26444
32486,26962
32487,28001
32488,28501
32489,29388
32490,28565
32491,26987
32492,25995
32493,25707
32494,25765
32495,25679
32496,25743
32497,25942
32498,27147
32499,28382
32500,29212
32501,29099
32502,28838
32503,28535
32504,27795
32505,27116
32506,26689
32507,27056
32508,27082
32509,27820
32510,28120
32511,28173
32512,28729
32513,29161
32514,28650
32515,26336
32516,25032
32517,24467
32518,24689
32519,25061
32520,25208
32521,26783
32522,27229
32523,28448
32524,29332
32525,29789
32526,29854
32527,30190
32528,30140
32529,29757
32530,29273
32531,29090
32532,29945
32533,30209
32534,30370
32535,29967
32536,30190
32537,29837
32538,29339
32539,28459
32540,26874
32541,26905
32542,26774
32543,26663
32544,26329
32545,27065
32546,27106
32547,27453
32548,27864
32549,28161
32550,29416
32551,29329
32552,28575
32553,28337
32554,28274
32555,28096
32556,28711
32557,28683
32558,29238
32559,28957
32560,28662
32561,28379
32562,27922
32563,27481
32564,26388
32565,25780
32566,25762
32567,25630
32568,26080
32569,26667
32570,27241
32571,27403
32572,28139
32573,28039
32574,27729
32575,27940
32576,26831
32577,26352
32578,26496
32579,27036
32580,27401
32581,27631
32582,27439
32583,26867
32584,25799
32585,24677
32586,23739
32587,22576
32588,21832
32589,21734
32590,21236
32591,21789
32592,22358
32593,23660
32594,24553
32595,26424
32596,26511
32597,26362
32598,25943
32599,26280
32600,25441
32601,25261
32602,25465
32603,25585
32604,26066
32605,26923
32606,27191
32607,27682
32608,28566
32609,28887
32610,27927
32611,25549
32612,24368
32613,23588
32614,23205
32615,23477
32616,24101
32617,24901
32618,25981
32619,27341
32620,27361
32621,26899
32622,26435
32623,26470
32624,26086
32625,25204
32626,24857
32627,25544
32628,25837
32629,27192
32630,27385
32631,27988
32632,28909
32633,29244
32634,29129
32635,27132
32636,25131
32637,24236
32638,24971
32639,24971
32640,25131
32641,26008
32642,27018
32643,28153
32644,28904
32645,28576
32646,28175
32647,27851
32648,26657
32649,25598
32650,25777
32651,27306
32652,26693
32653,27147
32654,27910
32655,28981
32656,29688
32657,30652
32658,30587
32659,28156
32660,27338
32661,26628
32662,26765
32663,26629
32664,25612
32665,26914
32666,27985
32667,28883
32668,29521
32669,28927
32670,28179
32671,28381
32672,27153
32673,27273
32674,27527
32675,27725
32676,27736
32677,28651
32678,29391
32679,29322
32680,30476
32681,31145
32682,32383
32683,30487
32684,28492
32685,27944
32686,27523
32687,27585
32688,28024
32689,28322
32690,29190
32691,30310
32692,30855
32693,30506
32694,29430
32695,28975
32696,28291
32697,28079
32698,28464
32699,29138
32700,29734
32701,30408
32702,30691
32703,31189
32704,32193
32705,33602
32706,33377
32707,31361
32708,29414
32709,28477
32710,28513
32711,27957
32712,27859
32713,28353
32714,29322
32715,29970
32716,30299
32717,29994
32718,28652
32719,28047
32720,27139
32721,26212
32722,26095
32723,27574
32724,28004
32725,28357
32726,29067
32727,29219
32728,29610
32729,29443
32730,29505
32731,28566
32732,27881
32733,27333
32734,26897
32735,27142
32736,26685
32737,27663
32738,28072
32739,28626
32740,29048
32741,28236
32742,26463
32743,26443
32744,26241
32745,26053
32746,26694
32747,27919
32748,28545
32749,28931
32750,29589
32751,30143
32752,30694
32753,30028
32754,28872
32755,27384
32756,27492
32757,26698
32758,26117
32759,26317
32760,26806
32761,27225
32762,27868
32763,28527
32764,28924
32765,29633
32766,28647
32767,29354
32768,28128
32769,27005
32770,26840
32771,26760
32772,28278
32773,29188
32774,30082
32775,30821
32776,32211
32777,33653
32778,33574
32779,31859
32780,30712
32781,30006
32782,29271
32783,28980
32784,29123
32785,29623
32786,30536
32787,31397
32788,32387
32789,32268
32790,30867
32791,29880
32792,29241
32793,29062
32794,29119
32795,29516
32796,30127
32797,30907
32798,31068
32799,31891
32800,32893
32801,33138
32802,32760
32803,31689
32804,29627
32805,28421
32806,28328
32807,27992
32808,27707
32809,27439
32810,28332
32811,30231
32812,30524
32813,30549
32814,29897
32815,28574
32816,28207
32817,28676
32818,29040
32819,30210
32820,30358
32821,30448
32822,30635
32823,30814
32824,30789
32825,31152
32826,30346
32827,27466
32828,25703
32829,25144
32830,25110
32831,25422
32832,25226
32833,25732
32834,27008
32835,27954
32836,28737
32837,29303
32838,28545
32839,28240
32840,27671
32841,26906
32842,26719
32843,27316
32844,28304
32845,28948
32846,28935
32847,29499
32848,30797
32849,31530
32850,30533
32851,28244
32852,26915
32853,26431
32854,26172
32855,25998
32856,25920
32857,26585
32858,27656
32859,28424
32860,28960
32861,28509
32862,27445
32863,26449
32864,25726
32865,25361
32866,25508
32867,25995
32868,26479
32869,27060
32870,28065
32871,28609
32872,29284
32873,29397
32874,28856
32875,27592
32876,25906
32877,26054
32878,25616
32879,25437
32880,25610
32881,26416
32882,27014
32883,27759
32884,27450
32885,27201
32886,25664
32887,24375
32888,23712
32889,23275
32890,23985
32891,24497
32892,25107
32893,24889
32894,26574
32895,26149
32896,26078
32897,24657
32898,23313
32899,22011
32900,21710
32901,21673
32902,21704
32903,21706
32904,21816
32905,22406
32906,23698
32907,23861
32908,24704
32909,24739
32910,24581
32911,23696
32912,22950
32913,22592
32914,22998
32915,23598
32916,24543
32917,25041
32918,25705
32919,26232
32920,27105
32921,26952
32922,26896
32923,24906
32924,23939
32925,23263
32926,23563
32927,24062
32928,24025
32929,25131
32930,25218
32931,26487
32932,27080
32933,27139
32934,26240
32935,25809
32936,25312
32937,25185
32938,24913
32939,24880
32940,25826
32941,26380
32942,26877
32943,27453
32944,26687
32945,25860
32946,25792
32947,24064
32948,23176
32949,22817
32950,22926
32951,23292
32952,23695
32953,24543
32954,25251
32955,26371
32956,27213
32957,27062
32958,26943
32959,26639
32960,25899
32961,25175
32962,25590
32963,25733
32964,26266
32965,27011
32966,27616
32967,28579
32968,29358
32969,29416
32970,28254
32971,26054
32972,24480
32973,24777
32974,24052
32975,24672
32976,24378
32977,25747
32978,26672
32979,27752
32980,28506
32981,28614
32982,28058
32983,27369
32984,27070
32985,26373
32986,26525
32987,27000
32988,27190
32989,28506
32990,28804
32991,29126
32992,29873
32993,30012
32994,29195
32995,26286
32996,25213
32997,24678
32998,24286
32999,24515
33000,24235
33001,25146
33002,25725
33003,27044
33004,28884
33005,28574
33006,28203
33007,27768
33008,26229
33009,25416
33010,24703
33011,24858
33012,25219
33013,25928
33014,26612
33015,27466
33016,28884
33017,30465
33018,31322
33019,27646
33020,26278
33021,25561
33022,25084
33023,24931
33024,24779
33025,25163
33026,26756
33027,28247
33028,28643
33029,28609
33030,26992
33031,25739
33032,25740
33033,25149
33034,25124
33035,25542
33036,26265
33037,27799
33038,28534
33039,29389
33040,31270
33041,32909
33042,32070
33043,28999
33044,26727
33045,25881
33046,25403
33047,25028
33048,24841
33049,25093
33050,26523
33051,27165
33052,28430
33053,28143
33054,27371
33055,26494
33056,25434
33057,24777
33058,24990
33059,25517
33060,26631
33061,27340
33062,27807
33063,28103
33064,28799
33065,28606
33066,28515
33067,26944
33068,26089
33069,25928
33070,25634
33071,25833
33072,26210
33073,26495
33074,27833
33075,28132
33076,28144
33077,28517
33078,28127
33079,27468
33080,26782
33081,25567
33082,26364
33083,26965
33084,27579
33085,28478
33086,28514
33087,29200
33088,29746
33089,28879
33090,28117
33091,27294
33092,27146
33093,26433
33094,26272
33095,26032
33096,25484
33097,26132
33098,27544
33099,28149
33100,28247
33101,28677
33102,27876
33103,26780
33104,25934
33105,25494
33106,25911
33107,26521
33108,27250
33109,28248
33110,29165
33111,30177
33112,31266
33113,32514
33114,31408
33115,27994
33116,26263
33117,26158
33118,26267
33119,26735
33120,26599
33121,26950
33122,27894
33123,28979
33124,29700
33125,29354
33126,27465
33127,26398
33128,25480
33129,25748
33130,25798
33131,26708
33132,26960
33133,28672
33134,28979
33135,29913
33136,31874
33137,33175
33138,32157
33139,29437
33140,27214
33141,27278
33142,27116
33143,26887
33144,26844
33145,27443
33146,28735
33147,30373
33148,31209
33149,31335
33150,29763
33151,28443
33152,27272
33153,26857
33154,27404
33155,28258
33156,28799
33157,30482
33158,30924
33159,32136
33160,33211
33161,34802
33162,33779
33163,31511
33164,29712
33165,29511
33166,28249
33167,28034
33168,28664
33169,29917
33170,30519
33171,31500
33172,32201
33173,31884
33174,30144
33175,28359
33176,28024
33177,27291
33178,27699
33179,28350
33180,29643
33181,30555
33182,30689
33183,32432
33184,35034
33185,36229
33186,35457
33187,32275
33188,30691
33189,29887
33190,29944
33191,29705
33192,29377
33193,30887
33194,32043
33195,33185
33196,33842
33197,33884
33198,32444
33199,31375
33200,30083
33201,29394
33202,29717
33203,31215
33204,31727
33205,32645
33206,33026
33207,34086
33208,35295
33209,36145
33210,35552
33211,34799
33212,33084
33213,32173
33214,31813
33215,31582
33216,31190
33217,30948
33218,32490
33219,32785
33220,33953
33221,33277
33222,31098
33223,30952
33224,30054
33225,29087
33226,29481
33227,30683
33228,31939
33229,32768
33230,33149
33231,34217
33232,34248
33233,35937
33234,34607
33235,32841
33236,32458
33237,32527
33238,32419
33239,31887
33240,31724
33241,32205
33242,32622
33243,32465
33244,33410
33245,32277
33246,30349
33247,29978
33248,28983
33249,28590
