,production
6164,19933
6165,19525
6166,19447
6167,19322
6168,20201
6169,20513
6170,21779
6171,23649
6172,24465
6173,23568
6174,22954
6175,22144
6176,21678
6177,21318
6178,21408
6179,22062
6180,22858
6181,23331
6182,24013
6183,23809
6184,23339
6185,22487
6186,21631
6187,20800
6188,20474
6189,20130
6190,19943
6191,20275
6192,20939
6193,22063
6194,23396
6195,24090
6196,24749
6197,24881
6198,24662
6199,24324
6200,23321
6201,22968
6202,23703
6203,24116
6204,24893
6205,25553
6206,25462
6207,25294
6208,24898
6209,24447
6210,24405
6211,22398
6212,22033
6213,21236
6214,21283
6215,21128
6216,22220
6217,22323
6218,24005
6219,24962
6220,26757
6221,26929
6222,26136
6223,26087
6224,25595
6225,25044
6226,25266
6227,25798
6228,26168
6229,26100
6230,26115
6231,26099
6232,25753
6233,25426
6234,24254
6235,21644
6236,20189
6237,19578
6238,19562
6239,20302
6240,20302
6241,21354
6242,23101
6243,25072
6244,25601
6245,25921
6246,25824
6247,25363
6248,24681
6249,24501
6250,24721
6251,24696
6252,25181
6253,25715
6254,25470
6255,25084
6256,25450
6257,25097
6258,24098
6259,21437
6260,19911
6261,19064
6262,18875
6263,18869
6264,19185
6265,20009
6266,22319
6267,23724
6268,24316
6269,23911
6270,23298
6271,23282
6272,23029
6273,22038
6274,22085
6275,22521
6276,23083
6277,23483
6278,23594
6279,24174
6280,24974
6281,25178
6282,23487
6283,21350
6284,19500
6285,19124
6286,18874
6287,19249
6288,19411
6289,19910
6290,21177
6291,23163
6292,24611
6293,24233
6294,24008
6295,23456
6296,22700
6297,22352
6298,22500
6299,23320
6300,23658
6301,24210
6302,24324
6303,23981
6304,24283
6305,24185
6306,23416
6307,21429
6308,19680
6309,19001
6310,19381
6311,19034
6312,19899
6313,20412
6314,22398
6315,23616
6316,25156
6317,25069
6318,25096
6319,25083
6320,24350
6321,23482
6322,23867
6323,24453
6324,24733
6325,24590
6326,23558
6327,24341
6328,24747
6329,23992
6330,23388
6331,20353
6332,18375
6333,17968
6334,17839
6335,18383
6336,18914
6337,19919
6338,20820
6339,22808
6340,23778
6341,23641
6342,22248
6343,22011
6344,21277
6345,21723
6346,22062
6347,22234
6348,22783
6349,22556
6350,21543
6351,21181
6352,20514
6353,19751
6354,19122
6355,18330
6356,17899
6357,17520
6358,17559
6359,17575
6360,17793
6361,18321
6362,19568
6363,20953
6364,22586
6365,22080
6366,22385
6367,22389
6368,21465
6369,20865
6370,21533
6371,21666
6372,22283
6373,22064
6374,21598
6375,21339
6376,20327
6377,19407
6378,18227
6379,17641
6380,17110
6381,17126
6382,17100
6383,17081
6384,17623
6385,18005
6386,19477
6387,20719
6388,21532
6389,21453
6390,21387
6391,21629
6392,20957
6393,20914
6394,21355
6395,21725
6396,22073
6397,22309
6398,22474
6399,22748
6400,23125
6401,22621
6402,20982
6403,19381
6404,18226
6405,18005
6406,17882
6407,17974
6408,18202
6409,18764
6410,20061
6411,21763
6412,24332
6413,23639
6414,22231
6415,21994
6416,21625
6417,21308
6418,21333
6419,22069
6420,22483
6421,22939
6422,23130
6423,23927
6424,24115
6425,24087
6426,22738
6427,20537
6428,19410
6429,19072
6430,18891
6431,18831
6432,18786
6433,19591
6434,21085
6435,21996
6436,24011
6437,24772
6438,24042
6439,23538
6440,23787
6441,22953
6442,23617
6443,24241
6444,24561
6445,24337
6446,24654
6447,25248
6448,26064
6449,26027
6450,24649
6451,21902
6452,19997
6453,19570
6454,19499
6455,20055
6456,20080
6457,20272
6458,22189
6459,23787
6460,24976
6461,25255
6462,25003
6463,24395
6464,24356
6465,23495
6466,23947
6467,24316
6468,25445
6469,25248
6470,25353
6471,25859
6472,27054
6473,26979
6474,25463
6475,23248
6476,21435
6477,20858
6478,20618
6479,20666
6480,20601
6481,21263
6482,22414
6483,24086
6484,26289
6485,25388
6486,24512
6487,24020
6488,23281
6489,23527
6490,23478
6491,24343
6492,25048
6493,25389
6494,25429
6495,25941
6496,26045
6497,25520
6498,24897
6499,23804
6500,21495
6501,21126
6502,20753
6503,20908
6504,20514
6505,21864
6506,22624
6507,23576
6508,24662
6509,24419
6510,22973
6511,22461
6512,21832
6513,21732
6514,22076
6515,22989
6516,24163
6517,24952
6518,25556
6519,25932
6520,25916
6521,25069
6522,24788
6523,23652
6524,23283
6525,23015
6526,23068
6527,22864
6528,22539
6529,23587
6530,24345
6531,25201
6532,27129
6533,25700
6534,24424
6535,23678
6536,23310
6537,23198
6538,23829
6539,25067
6540,25915
6541,27202
6542,27362
6543,27746
6544,28242
6545,29003
6546,28821
6547,27671
6548,26865
6549,26324
6550,26115
6551,26487
6552,26209
6553,27153
6554,28410
6555,29205
6556,29552
6557,29677
6558,28080
6559,27326
6560,26854
6561,26392
6562,26696
6563,27534
6564,28326
6565,28900
6566,29546
6567,29766
6568,30696
6569,30875
6570,30425
6571,28801
6572,27674
6573,26897
6574,26806
6575,26847
6576,26790
6577,26817
6578,27987
6579,29626
6580,30274
6581,31146
6582,29933
6583,28675
6584,29001
6585,27721
6586,27979
6587,28962
6588,29484
6589,29449
6590,30174
6591,30425
6592,30666
6593,30106
6594,27548
6595,24510
6596,22437
6597,21803
6598,21699
6599,21802
6600,22012
6601,23246
6602,24759
6603,26377
6604,27434
6605,27958
6606,27920
6607,27618
6608,26964
6609,26212
6610,26218
6611,26644
6612,27037
6613,27333
6614,27564
6615,27734
6616,27871
6617,26364
6618,23825
6619,21765
6620,20730
6621,20357
6622,20327
6623,20346
6624,20475
6625,20961
6626,22760
6627,23615
6628,24625
6629,24831
6630,24356
6631,24083
6632,23350
6633,23048
6634,23445
6635,24098
6636,24836
6637,25572
6638,26671
6639,27845
6640,30254
6641,30527
6642,29624
6643,26855
6644,25101
6645,24815
6646,24767
6647,24503
6648,24884
6649,26243
6650,27977
6651,29954
6652,30541
6653,30641
6654,29671
6655,28959
6656,27803
6657,27203
6658,27787
6659,28790
6660,29791
6661,30173
6662,30462
6663,31218
6664,31964
6665,31323
6666,28301
6667,25141
6668,23334
6669,22781
6670,22514
6671,22314
6672,22555
6673,23077
6674,24189
6675,25429
6676,26486
6677,27228
6678,28168
6679,27725
6680,27102
6681,26588
6682,26556
6683,26722
6684,27439
6685,28041
6686,26856
6687,26869
6688,26348
6689,25235
6690,25109
6691,23872
6692,22960
6693,22694
6694,22715
6695,22581
6696,22606
6697,24685
6698,26516
6699,27993
6700,28897
6701,29400
6702,29320
6703,28870
6704,27823
6705,27846
6706,27857
6707,28207
6708,29573
6709,29634
6710,29793
6711,29506
6712,28496
6713,27879
6714,26248
6715,24915
6716,23395
6717,23183
6718,23303
6719,23215
6720,23658
6721,24416
6722,26065
6723,27106
6724,27935
6725,28499
6726,28581
6727,28490
6728,27837
6729,26833
6730,27257
6731,27646
6732,27276
6733,27134
6734,26596
6735,26907
6736,26464
6737,24995
6738,23202
6739,20497
6740,19767
6741,19340
6742,19054
6743,19164
6744,20238
6745,20674
6746,22688
6747,25062
6748,25947
6749,26384
6750,25764
6751,25496
6752,24952
6753,24312
6754,24506
6755,24947
6756,25440
6757,25631
6758,26044
6759,26372
6760,27133
6761,26559
6762,24250
6763,21671
6764,20545
6765,20275
6766,20149
6767,20141
6768,20296
6769,20594
6770,22318
6771,24359
6772,26038
6773,26475
6774,25766
6775,25700
6776,24868
6777,23806
6778,23631
6779,24537
6780,25022
6781,25872
6782,26537
6783,27133
6784,28009
6785,27270
6786,25515
6787,22496
6788,20996
6789,20537
6790,20249
6791,20253
6792,20220
6793,21290
6794,23091
6795,25138
6796,26380
6797,26688
6798,26142
6799,25736
6800,25269
6801,24907
6802,25184
6803,25727
6804,26337
6805,26998
6806,27315
6807,27954
6808,29178
6809,29268
6810,27279
6811,24041
6812,22352
6813,21745
6814,21468
6815,21002
6816,21473
6817,22835
6818,24742
6819,25441
6820,26822
6821,27314
6822,26825
6823,26270
6824,24782
6825,24309
6826,24999
6827,26152
6828,26220
6829,26648
6830,27166
6831,28860
6832,30361
6833,30680
6834,28389
6835,26254
6836,24263
6837,23374
6838,23020
6839,22688
6840,23304
6841,23566
6842,24433
6843,25955
6844,27450
6845,27464
6846,26557
6847,25079
6848,24684
6849,24082
6850,24805
6851,25558
6852,25991
6853,26864
6854,26789
6855,27043
6856,28653
6857,28973
6858,27413
6859,26023
6860,25153
6861,24460
6862,24195
6863,24357
6864,24904
6865,25469
6866,26577
6867,27288
6868,27532
6869,27881
6870,27234
6871,26550
6872,25186
6873,25649
6874,26558
6875,27270
6876,28224
6877,29680
6878,30108
6879,30854
6880,32070
6881,32556
6882,31734
6883,30606
6884,29960
6885,29260
6886,28913
6887,29021
6888,29647
6889,29861
6890,30969
6891,31797
6892,32339
6893,32472
6894,31418
6895,30288
6896,29153
6897,29244
6898,30073
6899,31011
6900,31864
6901,32299
6902,33566
6903,34585
6904,35685
6905,36569
6906,35024
6907,32280
6908,29946
6909,29059
6910,28390
6911,27949
6912,27788
6913,28124
6914,29978
6915,29848
6916,30503
6917,31815
6918,30230
6919,28585
6920,27047
6921,26630
6922,26938
6923,27877
6924,28418
6925,28811
6926,29234
6927,29999
6928,30686
6929,31004
6930,29577
6931,27384
6932,25977
6933,26031
6934,25818
6935,25908
6936,26106
6937,26780
6938,27652
6939,28782
6940,29771
6941,29873
6942,29202
6943,28424
6944,27631
6945,27205
6946,27537
6947,28103
6948,29117
6949,29937
6950,30772
6951,32123
6952,34455
6953,35916
6954,35314
6955,32909
6956,31684
6957,30975
6958,30753
6959,30602
6960,30752
6961,30893
6962,32103
6963,32747
6964,33454
6965,33753
6966,32636
6967,31191
6968,30401
6969,30086
6970,30521
6971,31513
6972,32458
6973,33423
6974,33984
6975,34367
6976,34463
6977,36125
6978,34785
6979,35857
6980,34822
6981,33311
6982,33657
6983,33373
6984,33336
6985,33650
6986,34519
6987,35659
6988,36258
6989,36602
6990,35466
6991,34482
6992,33667
6993,33364
6994,33738
6995,34511
6996,35484
6997,36015
6998,36590
6999,36660
7000,36721
7001,37547
7002,37180
7003,36404
7004,35336
7005,33976
7006,33058
7007,32605
7008,32502
7009,32186
7010,33262
7011,34229
7012,35070
7013,34843
7014,32817
7015,31013
7016,29365
7017,28505
7018,28385
7019,28935
7020,29564
7021,30098
7022,30434
7023,30330
7024,30292
7025,29881
7026,29390
7027,28137
7028,27159
7029,26695
7030,26778
7031,27049
7032,27174
7033,28236
7034,29809
7035,30611
7036,31289
7037,32278
7038,30425
7039,28140
7040,28090
7041,27729
7042,28094
7043,29452
7044,30234
7045,31153
7046,31811
7047,32084
7048,32067
7049,31444
7050,30147
7051,29828
7052,28151
7053,27397
7054,26235
7055,26238
7056,26259
7057,26623
7058,28007
7059,28011
7060,28358
7061,28725
7062,27353
7063,26023
7064,24976
7065,24507
7066,24864
7067,25748
7068,26319
7069,27249
7070,28625
7071,29151
7072,29452
7073,28475
7074,25698
7075,23269
7076,22443
7077,22065
7078,21865
7079,21911
7080,22298
7081,23544
7082,24956
7083,26331
7084,27432
7085,28166
7086,27344
7087,25293
7088,24255
7089,24385
7090,25004
7091,26077
7092,26511
7093,26541
7094,27027
7095,27702
7096,27242
7097,26063
7098,24122
7099,23161
7100,22947
7101,22807
7102,22896
7103,22963
7104,23568
7105,25697
7106,27329
7107,28292
7108,28670
7109,29474
7110,27939
7111,26155
7112,25054
7113,24730
7114,25774
7115,27145
7116,27311
7117,28189
7118,29250
7119,31424
7120,32509
7121,32841
7122,29912
7123,28727
7124,27725
7125,27669
7126,27619
7127,27710
7128,29211
7129,29465
7130,31113
7131,32329
7132,32959
7133,33099
7134,32328
7135,31027
7136,30383
7137,30572
7138,30839
7139,30804
7140,31376
7141,32022
7142,33147
7143,34090
7144,34918
7145,33972
7146,31914
7147,30027
7148,28874
7149,28774
7150,28887
7151,29126
7152,30356
7153,31710
7154,32866
7155,34167
7156,34936
7157,35340
7158,34861
7159,33563
7160,31621
7161,30962
7162,31859
7163,32243
7164,33101
7165,33909
7166,34764
7167,35305
7168,36050
7169,36613
7170,36034
7171,34599
7172,33699
7173,33197
7174,32717
7175,32442
7176,32451
7177,33143
7178,33826
7179,34693
7180,35311
7181,35579
7182,34011
7183,31744
7184,30480
7185,30388
7186,30765
7187,31624
7188,32589
7189,32981
7190,33883
7191,34899
7192,35427
7193,35163
7194,34435
7195,33633
7196,33214
7197,32832
7198,32827
7199,32933
7200,33219
7201,34029
7202,34874
7203,35522
7204,36069
7205,36667
7206,36033
7207,34695
7208,32955
7209,32009
7210,32740
7211,33692
7212,34500
7213,35319
7214,35970
7215,36392
7216,35868
7217,35095
7218,35197
7219,33932
7220,33004
7221,32749
7222,32210
7223,32615
7224,32685
7225,33839
7226,35892
7227,36728
7228,37339
7229,37771
7230,37199
7231,34933
7232,33445
7233,33301
7234,33202
7235,33731
7236,34532
7237,35563
7238,36602
7239,37777
7240,38204
7241,37366
7242,35007
7243,33718
7244,32954
7245,32667
7246,32467
7247,32568
7248,32828
7249,34083
7250,34816
7251,35603
7252,35905
7253,36768
7254,35964
7255,34489
7256,31854
7257,30589
7258,30755
7259,31340
7260,32130
7261,32709
7262,33775
7263,34726
7264,35108
7265,34246
7266,32202
7267,30966
7268,29668
7269,29496
7270,29351
7271,29280
7272,30872
7273,31420
7274,32783
7275,33727
7276,34494
7277,34837
7278,33643
7279,31941
7280,30994
7281,30896
7282,31139
7283,31723
7284,32425
7285,32747
7286,33418
7287,35341
7288,35901
7289,34646
7290,33278
7291,31544
7292,31188
7293,31019
7294,30937
7295,31649
7296,33801
7297,34454
7298,34764
7299,34380
7300,34838
7301,35417
7302,34639
7303,33954
7304,32517
7305,33162
7306,35442
7307,35876
7308,35820
7309,35650
7310,35869
7311,37265
7312,38359
7313,37996
7314,36728
7315,35000
7316,35120
7317,33620
7318,33113
7319,32133
7320,32746
7321,33165
7322,33382
7323,33756
7324,34134
7325,34141
7326,32890
7327,30500
7328,28924
7329,27584
7330,28335
7331,28438
7332,27789
7333,28717
7334,28938
7335,30329
7336,29581
7337,27888
7338,26202
7339,24622
7340,24025
7341,23797
7342,23699
7343,23701
7344,23988
7345,24620
7346,26293
7347,27569
7348,28877
7349,29193
7350,28421
7351,26708
7352,25623
7353,24939
7354,25332
7355,26046
7356,26074
7357,26240
7358,27773
7359,28627
7360,28878
7361,28455
7362,27647
7363,27158
7364,26526
7365,26257
7366,26287
7367,26643
7368,27019
7369,28653
7370,29422
7371,30386
7372,31277
7373,32208
7374,31828
7375,31272
7376,30332
7377,30833
7378,31919
7379,32343
7380,32050
7381,31676
7382,30508
7383,30579
7384,29802
7385,30788
7386,29586
7387,29659
7388,28800
7389,28927
7390,28579
7391,29397
7392,30605
7393,31808
7394,33407
7395,34398
7396,34948
7397,35173
7398,34222
7399,32296
7400,30891
7401,30169
7402,31163
7403,31996
7404,31864
7405,32597
7406,34554
7407,36264
7408,37816
7409,37276
7410,35063
7411,33535
7412,33302
7413,32506
7414,32335
7415,32000
7416,32875
7417,33510
7418,34420
7419,35434
7420,35702
7421,35890
7422,34860
7423,32202
7424,30625
7425,30172
7426,30359
7427,30509
7428,31198
7429,31728
7430,32466
7431,33709
7432,34362
7433,32767
7434,29971
7435,27529
7436,26791
7437,26573
7438,26245
7439,26244
7440,27137
7441,28712
7442,30678
7443,31484
7444,32749
7445,33398
7446,33200
7447,31710
7448,30612
7449,29578
7450,29387
7451,29277
7452,29268
7453,29128
7454,30408
7455,31999
7456,32595
7457,31455
7458,28676
7459,26891
7460,26296
7461,26521
7462,26593
7463,27116
7464,27233
7465,29019
7466,29869
7467,31764
7468,32727
7469,33822
7470,33917
7471,32717
7472,31933
7473,31368
7474,30957
7475,31075
7476,31847
7477,31789
7478,32821
7479,33709
7480,33184
7481,32416
7482,29515
7483,27441
7484,27063
7485,27043
7486,26931
7487,27644
7488,29198
7489,30782
7490,32522
7491,33535
7492,34833
7493,35158
7494,35372
7495,34247
7496,33556
7497,33503
7498,33616
7499,33923
7500,34118
7501,34676
7502,35749
7503,36350
7504,36708
7505,34911
7506,32248
7507,30753
7508,30342
7509,29886
7510,29986
7511,31199
7512,31222
7513,32107
7514,33654
7515,33661
7516,34737
7517,34900
7518,33913
7519,31425
7520,29999
7521,29237
7522,29739
7523,30726
7524,31232
7525,32136
7526,33564
7527,34461
7528,35325
7529,34458
7530,33388
7531,31880
7532,30943
7533,31144
7534,31082
7535,31154
7536,31616
7537,32026
7538,32808
7539,33688
7540,34284
7541,35107
7542,34870
7543,33261
7544,31813
7545,31143
7546,30901
7547,31717
7548,32434
7549,32891
7550,34207
7551,34913
7552,35290
7553,34423
7554,33506
7555,32732
7556,32241
7557,32249
7558,32039
7559,32213
7560,32686
7561,33667
7562,33492
7563,35842
7564,35915
7565,36634
7566,36804
7567,35998
7568,34867
7569,33411
7570,34295
7571,34599
7572,34798
7573,35609
7574,35920
7575,37182
7576,37811
7577,37503
7578,36133
7579,34463
7580,33791
7581,33367
7582,33200
7583,32794
7584,33794
7585,34347
7586,35388
7587,36387
7588,37039
7589,37222
7590,37052
7591,35292
7592,33698
7593,33549
7594,33298
7595,34083
7596,34911
7597,35438
7598,36130
7599,37437
7600,38475
7601,37960
7602,37779
7603,36145
7604,35899
7605,35296
7606,35109
7607,34691
7608,34960
7609,35714
7610,36727
7611,37733
7612,38114
7613,38386
7614,37791
7615,34893
7616,33063
7617,32682
7618,33019
7619,33718
7620,34666
7621,35372
7622,36376
7623,37762
7624,38970
7625,37962
7626,37978
7627,35636
7628,34789
7629,34370
7630,33919
7631,33220
7632,33703
7633,34891
7634,36010
7635,36729
7636,37071
7637,37203
7638,36699
7639,35708
7640,34846
7641,34526
7642,34688
7643,35113
7644,35382
7645,35496
7646,35639
7647,35844
7648,35699
7649,34950
7650,33097
7651,31122
7652,31031
7653,31470
7654,30732
7655,30697
7656,31630
7657,33188
7658,34395
7659,35410
7660,36134
7661,36427
7662,36719
7663,35312
7664,34771
7665,34638
7666,34933
7667,34887
7668,35165
7669,35768
7670,36737
7671,37127
7672,37180
7673,36219
7674,35050
7675,33768
7676,33207
7677,32971
7678,32776
7679,32804
7680,33266
7681,34051
7682,34907
7683,35589
7684,36219
7685,36778
7686,36681
7687,33766
7688,32105
7689,31729
7690,32570
7691,33481
7692,34468
7693,35463
7694,36486
7695,36465
7696,36257
7697,36118
7698,35913
7699,35316
7700,34863
7701,34643
7702,34427
7703,33988
7704,34216
7705,34632
7706,35343
7707,36672
7708,36865
7709,37252
7710,37613
7711,35929
7712,34797
7713,33769
7714,34697
7715,34875
7716,35344
7717,35772
7718,36435
7719,37249
7720,37973
7721,37355
7722,37189
7723,37583
7724,36475
7725,35846
7726,36192
7727,35625
7728,36240
7729,36405
7730,37200
7731,37901
7732,38451
7733,38174
7734,37733
7735,36483
7736,36139
7737,35626
7738,35629
7739,36211
7740,37047
7741,37538
7742,37928
7743,38324
7744,38503
7745,38231
7746,38806
7747,36324
7748,35958
7749,34895
7750,35701
7751,34867
7752,35656
7753,36448
7754,37556
7755,38467
7756,38831
7757,39180
7758,38711
7759,36086
7760,34357
7761,33736
7762,33856
7763,34218
7764,34800
7765,35577
7766,36634
7767,38026
7768,38814
7769,37851
7770,36308
7771,34695
7772,34213
7773,34226
7774,34002
7775,33756
7776,33935
7777,34709
7778,35664
7779,36456
7780,36993
7781,37542
7782,37147
7783,34732
7784,32839
7785,32211
7786,32382
7787,32789
7788,33129
7789,34399
7790,35988
7791,37148
7792,38412
7793,36972
7794,34829
7795,32557
7796,32594
7797,32790
7798,33549
7799,33183
7800,33790
7801,34772
7802,35832
7803,36777
7804,37257
7805,37691
7806,37767
7807,35582
7808,33184
7809,32718
7810,33849
7811,34589
7812,35827
7813,36078
7814,37615
7815,37914
7816,37838
7817,37822
7818,36331
7819,35007
7820,34728
7821,34457
7822,34165
7823,34088
7824,34178
7825,35182
7826,35981
7827,36955
7828,37627
7829,37877
7830,37599
7831,35141
7832,32897
7833,32320
7834,32768
7835,33200
7836,33869
7837,34626
7838,36014
7839,37525
7840,38268
7841,37135
7842,34816
7843,33233
7844,32355
7845,31662
7846,30900
7847,30881
7848,31389
7849,32249
7850,33120
7851,33995
7852,34542
7853,35918
7854,36067
7855,34359
7856,33151
7857,32429
7858,32308
7859,32850
7860,33986
7861,34118
7862,34249
7863,34297
7864,34075
7865,33655
7866,32659
7867,32337
7868,31723
7869,31132
7870,31005
7871,31537
7872,31698
7873,32371
7874,33306
7875,33667
7876,34090
7877,35098
7878,34932
7879,32374
7880,30610
7881,29492
7882,29141
7883,30354
7884,31382
7885,31996
7886,32571
7887,32738
7888,32084
7889,30459
7890,28829
7891,28103
7892,27704
7893,27333
7894,27312
7895,27516
7896,28630
7897,29472
7898,31693
7899,32407
7900,32674
7901,33923
7902,34264
7903,32709
7904,31269
7905,31786
7906,32893
7907,33904
7908,34276
7909,34559
7910,34891
7911,35336
7912,34599
7913,33365
7914,30454
7915,28878
7916,28142
7917,27918
7918,27664
7919,27711
7920,28595
7921,29294
7922,31011
7923,32918
7924,33125
7925,33652
7926,33302
7927,30733
7928,28663
7929,28440
7930,28329
7931,29045
7932,29784
7933,30521
7934,31596
7935,33201
7936,34629
7937,33033
7938,30416
7939,29055
7940,28646
7941,28695
7942,28986
7943,29104
7944,29359
7945,30788
7946,31758
7947,32864
7948,33703
7949,34440
7950,34840
7951,33474
7952,31953
7953,31270
7954,31215
7955,31160
7956,31702
7957,32628
7958,33519
7959,34426
7960,34324
7961,33321
7962,30914
7963,28925
7964,28606
7965,28412
7966,28561
7967,29209
7968,30310
7969,31137
7970,32663
7971,33805
7972,34883
7973,36582
7974,36757
7975,36235
7976,35035
7977,34996
7978,34933
7979,35675
7980,36406
7981,36502
7982,36540
7983,37540
7984,37564
7985,36462
7986,34338
7987,33275
7988,33125
7989,32960
7990,33086
7991,33228
7992,33469
7993,34441
7994,35395
7995,36234
7996,37104
7997,37547
7998,37719
7999,35922
8000,34533
8001,33852
8002,34554
8003,35672
8004,35846
8005,36308
8006,36404
8007,37574
8008,38146
8009,37004
8010,37626
8011,36257
8012,35231
8013,34925
8014,34648
8015,34607
8016,35175
8017,36061
8018,35903
8019,36613
8020,37091
8021,36979
8022,37963
8023,36707
8024,34247
8025,33728
8026,34460
8027,35325
8028,35762
8029,35739
8030,36232
8031,37392
8032,37961
8033,37772
8034,37041
8035,36346
8036,35914
8037,35606
8038,35574
8039,35755
8040,35722
8041,35978
8042,36231
8043,36336
8044,37687
8045,37820
8046,38167
8047,36420
8048,34758
8049,34532
8050,34997
8051,35804
8052,36399
8053,36891
8054,37435
8055,37020
8056,36091
8057,35720
8058,34468
8059,34716
8060,34176
8061,34488
8062,34336
8063,34118
8064,34639
8065,36236
8066,36511
8067,37289
8068,38042
8069,38515
8070,38719
8071,37195
8072,35956
8073,35122
8074,35355
8075,36019
8076,36857
8077,37073
8078,37215
8079,38195
8080,38606
8081,37528
8082,37522
8083,35411
8084,34497
8085,34077
8086,33811
8087,34343
8088,34778
8089,35345
8090,36255
8091,37397
8092,37222
8093,37579
8094,37701
8095,36619
8096,34855
8097,34611
8098,34162
8099,34308
8100,34112
8101,34351
8102,35246
8103,35897
8104,35170
8105,33987
8106,31362
8107,30612
8108,29956
8109,29992
8110,29851
8111,29924
8112,30288
8113,31399
8114,32586
8115,34083
8116,34983
8117,35583
8118,36023
8119,34909
8120,33643
8121,33113
8122,33013
8123,33280
8124,33405
8125,33746
8126,34597
8127,35757
8128,35401
8129,33840
8130,32219
8131,31115
8132,30569
8133,30577
8134,30565
8135,30860
8136,31441
8137,32611
8138,33731
8139,34039
8140,34944
8141,35703
8142,36116
8143,34432
8144,33099
8145,32024
8146,31638
8147,32237
8148,33126
8149,34040
8150,34868
8151,35934
8152,35952
8153,34837
8154,33246
8155,31888
8156,31992
8157,32582
8158,32621
8159,32845
8160,33486
8161,33915
8162,35651
8163,36320
8164,37152
8165,37789
8166,38252
8167,36792
8168,35027
8169,34165
8170,34304
8171,35045
8172,35838
8173,36748
8174,37030
8175,38334
8176,38732
8177,38034
8178,35275
8179,34789
8180,33909
8181,34058
8182,33691
8183,33729
8184,33992
8185,34800
8186,35787
8187,36989
8188,37540
8189,38301
8190,38800
8191,36896
8192,34747
8193,34027
8194,34389
8195,34925
8196,35744
8197,36216
8198,37333
8199,37816
8200,37854
8201,36888
8202,36060
8203,35215
8204,34862
8205,34413
8206,34143
8207,34492
8208,34411
8209,35179
8210,36288
8211,37209
8212,37751
8213,38395
8214,38818
8215,37224
8216,34534
8217,33246
8218,33083
8219,33553
8220,34080
8221,34828
8222,35824
8223,36331
8224,35825
8225,34682
8226,33153
8227,31799
8228,30948
8229,30636
8230,31026
8231,31689
8232,31955
8233,32950
8234,33871
8235,34792
8236,34918
8237,36613
8238,36914
8239,35866
8240,34327
8241,33615
8242,33522
8243,33455
8244,34180
8245,34347
8246,35350
8247,36348
8248,35810
8249,34181
8250,31768
8251,30529
8252,30291
8253,30168
8254,30339
8255,30741
8256,31328
8257,32315
8258,35144
8259,35568
8260,36564
8261,37315
8262,37512
8263,36967
8264,35804
8265,35392
8266,36011
8267,36492
8268,37022
8269,37352
8270,37179
8271,38095
8272,36878
8273,35180
8274,34099
8275,33158
8276,32789
8277,32419
8278,32195
8279,31904
8280,32413
8281,33228
8282,35500
8283,36927
8284,37119
8285,37555
8286,37471
8287,35726
8288,34117
8289,33233
8290,33177
8291,33520
8292,34106
8293,34727
8294,35609
8295,37045
8296,37442
8297,35348
8298,32962
8299,31410
8300,31310
8301,31509
8302,31547
8303,31733
8304,32895
8305,33917
8306,35220
8307,35930
8308,37167
8309,37529
8310,38000
8311,36410
8312,34262
8313,32370
8314,32047
8315,33263
8316,34654
8317,35517
8318,36604
8319,38069
8320,38179
8321,36957
8322,34138
8323,32106
8324,31360
8325,31261
8326,31495
8327,31421
8328,32332
8329,33605
8330,34206
8331,35558
8332,36151
8333,36650
8334,37104
8335,35354
8336,33072
8337,32444
8338,32326
8339,33285
8340,33815
8341,34217
8342,34911
8343,35453
8344,33866
8345,33492
8346,30430
8347,29259
8348,28662
8349,28568
8350,28763
8351,28681
8352,29397
8353,30218
8354,30887
8355,32254
8356,32928
8357,33557
8358,33742
8359,32954
8360,31178
8361,29617
8362,29735
8363,29733
8364,29955
8365,29345
8366,29585
8367,28581
8368,27668
8369,26995
8370,26017
8371,25756
8372,25658
8373,25573
8374,25935
8375,26659
8376,27870
8377,28641
8378,29766
8379,30757
8380,31547
8381,32389
8382,32773
8383,32221
8384,31124
8385,30851
8386,31380
8387,32035
8388,31855
8389,31512
8390,31550
8391,30285
8392,29728
8393,28533
8394,27282
8395,25860
8396,26372
8397,26023
8398,26295
8399,26560
8400,27184
8401,28962
8402,29548
8403,30619
8404,31073
8405,31618
8406,31972
8407,30303
8408,28408
8409,27597
8410,27906
8411,28346
8412,28843
8413,29699
8414,31250
8415,31646
8416,31485
8417,29294
8418,27579
8419,26511
8420,25996
8421,25741
8422,25751
8423,25958
8424,26572
8425,28264
8426,29511
8427,31962
8428,32696
8429,33376
8430,33886
8431,33095
8432,32098
8433,31623
8434,31753
8435,31832
8436,31994
8437,32195
8438,32365
8439,32657
8440,32583
8441,30722
8442,28377
8443,26654
8444,26095
8445,26104
8446,26103
8447,26930
8448,27369
8449,29175
8450,30858
8451,31752
8452,33077
8453,33539
8454,34367
8455,33679
8456,32236
8457,31845
8458,32051
8459,31372
8460,31390
8461,31230
8462,31924
8463,32541
8464,32903
8465,30181
8466,28702
8467,27390
8468,26997
8469,27342
8470,27509
8471,28849
8472,28937
8473,29717
8474,31310
8475,32557
8476,33236
8477,33962
8478,34785
8479,34085
8480,32690
8481,32255
8482,31409
8483,31291
8484,31554
8485,32033
8486,32848
8487,33515
8488,33685
8489,31876
8490,30277
8491,28573
8492,27847
8493,28059
8494,27848
8495,28959
